
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
execution_stage_Witnesses               Escortează martorii spre facilitate
execution_stage_Escort                  Escortează prizonierii spre facilitate
execution_stage_Execution               EXECUȚIE
execution_stage_Dismissed               Lasă personalul și martorii să plece
execution_stage_FinalReport             Raport final

execution_stagetooltip_start            Ai programat execuția acestui prizonier, iar acum trebuie să urmezi procedura oficială.
execution_stagetooltip_lockdown         Toți prizonierii sunt trimiși înapoi în celulele lor și toate ușile sunt încuiate.
execution_stagetooltip_testing          Ultimul test ca să ne asigurăm că totul funcționează. Alimentarea electrică pentru scaun este testată sub presiune. În plus, ultimul drum al prizonierului este planificat – trebuie să poată merge spre camera de execuție pe cont propriu.
execution_stagetooltip_assemble         Directorul și Șeful Securității se îndreaptă spre celula condamnatului. În plus, un preot sau lider spiritual, la alegerea prizonierului, vine la fața locului și vizitează prizonierul în celula lui pentru ultima rugăciune.
execution_stagetooltip_witnesses        Martorii execuției vin în clădire și se îndreaptă spre camera de execuție. Acest grup poate include membri ai familiei prizonierului și a victimei.\n\nNb. Ar trebui să le oferi scaune martorilor.
execution_stagetooltip_escort           Prizonierul condamnat este escortat din celulă către camera de execuție. Directorul, Șeful Securității și Preotul îl acompaniază.
execution_stagetooltip_execution        Când toți sunt la locurile lor și toate procedurile au fost respectate, autorizația finală pentru execuție este dată.
execution_stagetooltip_dismissed        Personalul și martorii sunt lăsați să plece și pot părăsi clădirea.
execution_stagetooltip_finalreport      După execuție, un raport este întocmit, iar performanța ta este evaluată.

execution_underway                      EXECUȚIE ÎN DESFĂȘURARE
execution_result_ok                     Execuția autorizată a lui *N a avut loc, conform planului, la ora *T, prin electrocutare, în prezența martorilor. Compensarea standard de $10,000 a fost acordată instituției, pentru rolul jucat în proces.
execution_result_appealed               Execuția autorizată a lui *N a avut loc, conform planului, la ora *T, prin electrocutare, în prezența martorilor. Din păcate, au ieșit la iveală niște informații noi, care i-ar fi afectat recursul pentru clemență. Cu toate acestea, nu vom fi trași la răspundere, iar compensarea standard de $10,000 pentru rolul jucat în proces, va fi acordată instituției.
execution_result_innocent               Execuția autorizată a lui *N a avut loc, conform planului, la ora *T, prin electrocutare, în prezența martorilor. Din păcate, au fost descoperite niște dovezi noi care i-ar fi dovedit nevinovăția lui *N. Cu toate acestea, nu vom fi trași la răspundere, iar compensarea standard de $10,000 pentru rolul jucat în proces, va fi acordată instituției.
execution_result_illegal                Execuția lui *N a avut loc, conform planului, la ora *T, prin electrocutare, în prezența martorilor. Instituția a fost amendată $50,000 pentru ignorarea procedurii legale de recurs și descoperirea unor noi informații care ar fi rezultat într-un recurs de succes. Datorită faptului că instituția nu a urmat protocolul necesar, execuțiile au fost suspendate momentan, iar ceilalți prizonieri condamnați la moarte vor fi transferați într-o închisoare nouă.
execution_result_illegalinnocent        Execuția ilegală a lui *N a avut loc, conform planului, la ora *T, prin electrocutare, în prezența martorilor. Datorită faptului că  procedura de recurs, obligatorie prin lege, a fost ignorată și faptului că *N era nevinovat, administratorul acestei instituții va fi concediat prin ordonanță de urgență.
execution_warning_one                   Dacă următoarea execuție nu va fi efectuată conform procedurii, vei fi concediat.
execution_warning_two                   Datorită faptului că procedura corectă a fost ignorată în trecut, vei fi concediat la următoarea abatere de la protocol.

execution_error_MissingEquipment        EROARE: LIPSĂ ECHIPAMENT\nAi nevoie de o cameră de execuție echipată cu un scaun electric.
execution_error_ElectricalSupply        EROARE: CURENT INSUFICIENT\nScaunul nu are curent suficient.
execution_error_NavigationPrisoner      EROARE: NAVIGARE PRIZONIER\nCondamnatul nu poate ajunge de la celulă până la camera de execuție.
execution_error_NoRouteFromRoad         EROARE: FĂRĂ ACCES\nOamenii din exterior care au fost invitați să participe la execuție, nu pot ajunge la destinație.
execution_error_NoSpaceInRoom           EROARE: SPAȚIU INSUFICIENT\nNu avem destul spațiu liber în cameră, pentru oamenii care au fost invitați să participe la execuție.
execution_error_NoRoom                  Înainte să poți începe o Execuție ai nevoie de o Cameră De Execuție

roomerror_nokitchen                     Nici o bucătărie nu este capabilă să trimită mâncare acestei cantine.
roomerror_noprisoners                   Nici un prizonier nu este desemnat să mănânce la această cantină.
roomerror_nocanteen_cells               Nici o cantină nu este accesibilă de la această celulă. Prizonierii din această celulă nu vor avea unde să mănânce.
roomerror_nocanteen_kitchen             Nici o cantină nu este accesibilă de la această bucătărie. Nici un fel de mâncare nu va fi gătită de aici, pentru ora de masă.


# =============================================================================
# Misc
# =============================================================================

box_contents                             Conținut: *X
stack_contents                           Conținut: *X x *Y
mail_contents                            Conținut: *X scrisori
mail_opened_from                         Scrisoare de la *F lui *X
mail_closed_from                         Scrisoare pentru *X

object_dump                             Gunoi
object_todo                             De Făcut: *X
object_sale_price                       Preț Vânzare: *X

object_door_cyclepermissions            Click pentru a trece prin Permisiunile de Acces
object_door_cyclepermissions_1          (Deschis, Doar Personal, Închis)

object_firemen_hosehelp_intro           Pompierii vor direcționa furtunurile către orice flacără din apropiere
object_firemen_hosehelp                 Apasă H pentru a direcționa furtunurile manual

interface_clone_help_copy               Ține apăsat click dreapta pentru a selecta o zonă pe care să o clonezi
interface_clone_help_paste              Dă click stânga pentru a copia zona selectată

object_inactive                         INACTIV
object_cctv_moremonitors                Construiește mai multe Monitoare CCTV
object_cctvmonitor_needsguards          Un paznic este necesar pentru Operarea Monitorului
object_processor_blocked                Locul De Muncă este inaccesibil

administrator_requiresoffice            Necesită Birou
administrator_requiresoffice_2          Birou Necesar pentru *X
office_ownership                        Birou: *X

teacher_teaching                        Predă Lecție
teacher_preparing                       Se Pregătește

prisoner_assignedto                     Necesită: *X
prisoner_roomquality                    Calitate celulă : *X (*Y)
prisoner_roomquality_average            Mediu
prisoner_roomquality_aboveaverage       Peste Medie
prisoner_roomquality_wayaboveaverage    Cu Mult Peste Medie
prisoner_roomquality_belowaverage       Sub Medie
prisoner_roomquality_waybelowaverage    Cu Mult Sub Medie
prisoner_attendance                     Prezență
prisoner_concentration                  Concentrare
prisoner_understanding                  Înțelegere
prisoner_concentration_0                Teribil
prisoner_concentration_1                Rău
prisoner_concentration_2                Adecvat
prisoner_concentration_3                Bine
prisoner_concentration_4                Excelent
prisoner_passchance                     Șansă De Succes: *X%
prisoner_informant                      Informator Confidențial

prisoner_dayswithoutincident            *X zile fără niciun incident
prisoner_availablemoney                 Bani : $*X

informant_suspicion                     Suspiciune
informant_title                         INFORMATORI CONFIDENȚIALI
informant_none                          Nu Ai Niciun IC Înregistrat
informant_hint                          (Recrutează Prizonieri întemnițați – ex: din Carceră)
informant_recruitable                   (Potențial IC)
informant_target                        Țintă

contraband_owner                        Proprietar: *X
contraband_ownerunknown                 Proprietar Necunoscut
contraband_stolenfrom                   Furat acum *Y ore, de la *X
contraband_smuggledthrough              Introdus ilegal acum *Y ore, prin *X
contraband_smuggledin                   Introdus ilegal acum *Y ore, de către un Prizonier
contraband_type                         Tip: *X
contraband_tradevalue_title             Valoare schimb
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Extenuat
staff_tired                             Obosit
staff_needsrest                         Angajații preferă să se odihnească în Camera Pentru Personal.

dog_needskennel                         Câinii au nevoie de un Coteț în care să se odihnească.

doctor_requireinfirmary                 Necesită o Infirmerie

entity_carryingequipment                Transportă *X
entity_carryingkeys                     Transportă Cheile Închisorii
entity_carryingstaffkeys                Transportă Cheile Personalului
entity_wearingarmour                    Poartă o *X

reports_schedule                        Replanifică Toate Programele
reports_edit                            Editează Programul
reports_bankloan                        Împrumut Bancar
reports_increaseloan                    Crește
reports_decreaseloan                    Scade
reports_unlockbankloans                 Deblocat de Contabilă

drugs_heroin                            Heroină
drugs_cocaine                           Cocaină

#                                       Ex ”Mama Lui Bob”
visitor_relationship                    *Y lui *X
visitor_age                             Vârstă : *X

family_wife                             Soția
family_exwife                           Fosta Soție A
family_girlfriend                       Prietena
family_son                              Fiul
family_daughter                         Fica
family_mother                           Mama
family_father                           Tatăl
family_brother                          Fratele
family_sister                           Sora
family_lawyer                           Avocatul
family_priest                           Preotul
family_victims                          Familia Victimei
family_caption                          Familia:
family_none                             Niciunul

damage_dead                             Mort
damage_unconscious                      Inconștient
damage_serious                          Grav Rănit
damage_injured                          Rănit
damage_amount                           *X% Rănit

message_autosaving                      Se Auto-Salvează...

buildtoolbar_entersearchterm            introdu termenul pentru căutare...

deploymentscheduler_title               PLANIFICATOR DE MOBILIZARE
supplyanddemand_supplyheader            OFERTĂ
supplyanddemand_demandheader            CERERE

tooltip_multipleobjects                 Apasă TAB pentru a trece prin obiecte
remotedoor_noservo                      Ușile fără servomotor instalat, nu pot fi deschise de la distanță

roomgrading                             Evaluare Cameră
roomgrading_roomsize                    Camera are cel puțin *X Spații
roomgrading_cleanliness                 Curățenia e peste *X%
roomgrading_outsidewindow               Fereastră Spre Exterior
roomgrading_item                        Obiect : *X
roomgrading_result                      Notă *X
roomgrading_currentoccupant             Ocupantul are dreptul la o cameră de cel puțin nota *X
roomgrading_unoccupied                  Neocupată

roomerror_nokitchen                     Nici o bucătărie nu este capabilă să trimită mâncare acestei cantine.
roomerror_noprisoners                   Nici un prizonier nu este desemnat să mănânce la această cantină.
roomerror_nocanteen_cells               Nici o cantină nu este accesibilă de la această celulă. Prizonierii din această celulă nu vor avea unde să mănânce.
roomerror_nocanteen_kitchen             Nici o cantină nu este accesibilă de la această bucătărie. Nici un fel de mâncare nu va fi gătită de aici, pentru ora de masă.

ceos_letter                             "Dragă Domnule/Doamnă,\n\n\nFelicitări pentru terminarea instructajului de bază – acum sunteți un Arhitect De Închisori calificat(ă)! În curând vei schița, construi și conduce propriile tale închisori pronind de la nimic în afară de un teren gol și câteva stive de cărămizi. Înainte de a începe, sunt câteva lucruri care ar trebuii să le știți.\n\n1. Fiecare închisoare are nevoie de un Director – el ar trebui să fie unul din primii oameni angajați. Construiește-i un birou comod, iar el îți va da acces la o gamă largă de facilități avansate prin intermediul sistemului de birocrație.\n\n2. Celulele individuale sunt scumpe, mai ales la început când fondurile sunt limitate. Economisește bani prin a începe cu o singură celulă de detenție mare, care poate fi împărțită de mai mulți prizonieri deodată.\n\n3. Pune-ți bucătăria și cantina în funcțiune, înainte să ajungă primii prizonieri și nu uita să angajezi și niște bucătari – nimic nu irită un prizonier mai rău, decât un stomac gol! \n\n4. Construcția unei închisori este costisitoare, așa că vei fi nevoit strange fonduri prin intermediul unor subvenții și contracte. Poți accesa aceste subvenții prin ecranele de 'Rapoarte'.\n\nCam asta e tot – bafta!\n\nDirectorul General,\nPrison Architects Corp.
"

# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Capitolul *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Condamnat La Moarte

campaignchapter_deathrow_description    Am fost angajați să construim o Cameră De Execuție în această închisoare. Trebuie făcută la timp pentru execuția unui prizonier de-al lor.

campaigncutscene_deathrowmurder         Crimă Dublă
campaigncutscene_deathrowconfession     Confesiune

adviser_deathrow_murder1                Eram sigur că o să vă prind aici.
adviser_deathrow_murder2                Edward! Eu...
adviser_deathrow_murder25               Nu. Pur și simplu...nu.
adviser_deathrow_murder3                Ce ai de gând să faci?

adviser_deathrow_church1                Te pot ajuta?
adviser_deathrow_church15               …
adviser_deathrow_church2                Cauți iertare?
adviser_deathrow_church3                Nu știu. Trebuie să fac ceva, nu pot trăi cu ce-am făcut.
adviser_deathrow_church4                Trebuie să te predai. Orice ai fi făcut, nu poți evita consecințele.
adviser_deathrow_church5                Nu vei fi capabil să trăiești cu tine însuți până nu-ți înfrunți trecutul.
adviser_deathrow_church6                Vreau să întorc timpul înapoi. Vreau să o iert. Vreau ca ea să mă ierte.
adviser_deathrow_church7                Dacă Îl rogi, Dumnezeu te va ierta, indiferent ce-ai făcut.
adviser_deathrow_church8                Dar trebuie să răspunzi în fața legii, pentru crimele tale. Nu e nici o altă cale.

adviser_deathrowintro_1                 Asta e o situație dură.
adviser_deathrowintro_2                 Un prizonier din această închisoare a fost găsit vinovat de crimă dublă și condamnat la moarte.
adviser_deathrowintro_3                 Aici intervenim noi. Am fost angajați să construim o cameră de execuție, la timp pentru ziua cea mare a tipului ăsta.
adviser_deathrowintrob_1                Aici vreau să fie construită noua clădire.
adviser_deathrowintrob_2                Pentru un astfel de proiect, primul pas ar fi să construim clădirea însăși – cu destul spațiu interior pentru o cameră de execuție și o celulă de detenție.
adviser_deathrowintrob_3                Să începem. Contruiește o nouă clădire aici.

adviser_deathrow_explain1               Construcția clădirii este responsabilitatea Muncitorilor tăi.
adviser_deathrow_explain2               Vor transporta oțelul și betonul din acest depozit până la șantier.
adviser_deathrow_explain3               Vor folosi materialele să construiască fundația și scheletul clădirii noi.
adviser_deathrow_explain4               Asta e cea mai lentă parte din procesul de construcție, așa că ar trebui să planifici în avans când construiești o clădire nouă.
adviser_deathrow_explain5               Cât timp așteptăm, aruncă o privire prin zonă. Folosește tastele WASD sau tastele cu săgeți pentru a te mișca și folosește rotița de scroll de pe mouse pentru a face zoom.

objective_deathrow_building             Construiește o clădire în care să pui Camera de Execuție

adviser_deathrow_buildinside1           Avem nevoie și de o intrare pentru noua Clădire De Execuție.
adviser_deathrow_buildinside2           Construiește o Ușă Mare De Celulă în peretele din sud.

objective_deathrow_buildouterdoor       Construiește o Ușă Mare De Celulă pe post de intrare

adviser_deathrow_internalwalls1          Vreau o celulă și o cameră de execuție în clădire.
adviser_deathrow_internalwalls2          Construiește niște ziduri de cărămidă, pentru a partiționa spațiul.

objective_deathrow_buildinternalwalls   Construiește ziduri interioare

adviser_deathrow_internaldoors1          Acum adaugă Uși Mari de Celulă la acei pereți.
adviser_deathrow_internaldoors2          Poți roti un obiect înainte să îl așezi, prin apăsarea butonului din mijlocul mouseului (sau prin apăsarea tastei R).

objective_deathrow_buildinternaldoors   Construiește uși interioare (Click Mijloc sau apasă R pentru a roti un obiect

adviser_deathrow_designation1           Arată bine. Acum trebuie să Desemnăm Camere în acele spații.
adviser_deathrow_designation2           În zona mai mică, desemnează o Celulă în care să locuiască prizonierul condamnat.
adviser_deathrow_designation3           Apoi desemnează Cameră De Execuție în zona mai mare.

objective_deathrow_designatecell        Desemnează o Celulă
objective_deathrow_designateexecution   Desemnează o Cameră De Execuție

adviser_deathrow_roomrequirements1      Camerele acelea noi trebuie să îndeplinească anumite criterii, înainte să poată deveni funcționale.
adviser_deathrow_roomrequirements2      Celula are nevoie de un Pat și o Toaletă.
adviser_deathrow_roomrequirements3      Camera de Execuție are nevoie de un Scaun Electric.

objective_deathrow_cellobjects1         Construiește un Pat
objective_deathrow_cellobjects2         Construiește o Toaletă
objective_deathrow_executionobjects     Construiește un Scaun Electric

adviser_deathrow_optional1              Am terminat cu esențialele. Dar ai mai putea face câteva îmbunătățiri.
adviser_deathrow_optional2              Astea nu sunt strict necesare, așa că tu decizi. Totul depinde de cât de mult îți pasă de prizonierii tăi și mediul lor.
adviser_deathrow_optional3              Însăși celula ar putea fi îmbunătățită prin adăugarea unei ferestre spre exterior și a unui raft mic pentru cărți.
adviser_deathrow_optional4              Iar clădirea ar arăta mai bine cu niște podele construite dintr-un material de calitate – cum ar fi Parchet sau Faianță Mozaic.
adviser_deathrow_optional5              Afară, ai putea adăuga ceva lumini și o potecă pavată, dacă consideri tu că-i trebuie.

adviser_deathrow_transfer05             Acesta este omul despre care vorbeam, Edward Romsey. Cândva un profesor, dacă ți-ar veni să crezi.
adviser_deathrow_transfer06             Nu avem dreptul să decidem dacă își merită soarta. Legea a luat decizia. Noi suntem aici să ne facem treaba.
adviser_deathrow_transfer1              Când consideri tu că e gata clădirea, poți transfera Prizonierul în noua lui celulă.
adviser_deathrow_transfer2              Pur și simplu dă click pe polaroidul din celula lui pentru a iniția transferul.

objective_deathrow_path                 (OPȚIONAL) Construiește o Potecă în fața noii clădiri
objective_deathrow_window               (OPȚIONAL) Adaugă o fereastra în Celulă
objective_deathrow_bookshelf            (OPȚIONAL) Adaugă un raft în Celulă
objective_deathrow_flooring             (OPȚIONAL) Refă podeaua folosind un material de calitate mai bună
objective_deathrow_outerlights          (OPȚIONAL) Iluminează exteriorul clădirii
objective_deathrow_transferinmate       După ce termini, să începi transferul prizonierului prin a da click pe polaroidul din celula lui Edward.

adviser_deathrow_setupmurder1           Nu vărsa nici măcar o lacrimă pentru tipul ăsta. E un criminal cu sânge rece, vinovat până la suflet.
adviser_deathrow_setupmurder2           A și recunoscut. Vrei să auzi cum a descris ce-a făcut?
adviser_deathrow_setupmurder3           E zemoasă treaba. ”Era în jur de 11 noaptea. Luminile erau deja aprinse. Știam că e acasă...”
adviser_deathrow_postmurder1            Cum am zis, criminal cu sânge rece.
adviser_deathrow_postmurder2            Dacă mă întrebi pe mine, e limpede ca bună ziua. Merită fiecare volt pe care îl primește.
adviser_deathrow_postmurder3            Toți merită iertare, până și el. Ești așa sigur pe tine încât să îl judeci atât de aspru.
adviser_deathrow_postmurder4            Să îți prinzi soția în pat cu alt bărbat, nu e o scuză pentru faptele lui.
adviser_deathrow_postmurder5            Și s-a dus acolo cu un pistol încărcat, știind că îi va găsi împreună. Asta deja e crimă dublă premeditată.
adviser_deathrow_postmurder6            A cooperat în totalitate cu autoritățile. Statul vrea să-l folosească drept exemplu.
adviser_deathrow_postmurder7            Dacă crima ar fi fost comisă la 100 de mile spre nord, ar fi riscat doar închisoare pe viață. Cum poți să numești asta justiție?
adviser_deathrow_postmurder8            Vrei un tip ca el în libertate? Eu o să dorm liniștit la noapte, după ce el nu mai e.
           

adviser_deathrowelectricity_1           Ai făcut o treabă bună, până acum.
adviser_deathrowelectricity_2           Dar mai avem o problemă – camera de execuție încă nu funcționează, deoarece nu are curent.
adviser_deathrowelectricity_3           Trebuie să o conectăm la sursa de alimentare electrică.

adviser_deathrowelectricityb_1          Acum vizualizăm închisoarea în modul de Utilități, care ne arată cum sunt instalate cablurile electrice din întreaga închisoare.
adviser_deathrowelectricityb_2          Toate clădirile din închisoare sunt conectate la rețeaua electrică prin intermediul acestor cabluri subterane groase.
adviser_deathrowelectricityb_3          Această substație furnizează închisoarea cu energie electrică, obținută din rețeau electrică națională.
adviser_deathrowelectricityb_4          După cum vezi, întreaga aripă de celule a rămas fără curent. Toate luminile sunt stinse.
adviser_deathrowelectricityb_4b         Ca să poți rezolva problema, trebuie mai întâi să ne mutăm pe modul de Utilități pentru a înțelege de ce luminile au rămas fără curent.
adviser_deathrowelectricityb_5          E prea mare distanța până la cele mai apropiate cabluri electrice – inginerii noștri nu pot termina cablarea în zona aceasta.
adviser_deathrowelectricityb_6          Pentru a acoperi aripa aceasta din închisoare, trebuie să extinzi cablurile electrice din apropiere.

objective_deathrow_cellpower            Conectează încăperile la sursa de alimentare electrică

adviser_deathrow_connectchair_1         Nu doar luminile au nevoie de curent. Noul tău Scaun Electric are nevoie și el.
adviser_deathrow_connectchair_2         Conectează Camera De Execuție la rețeaua electrică prin intermediul Cablurilor Electrice.
adviser_deathrow_connectchair_3         Scaunul Electric este un tip special de obiect electric. Necesită propria linie electrică.  Trebuie să îl conectezi direct la cablurile principale.

objective_deathrow_chairpower           Conectează Scaunul Electric la sursa de alimentare electrică
objective_deathrow_condemnedcellpower   Conectează Celula la sursa de alimentare electrică

adviser_deathrow_testchair_1            Cred că aproape am terminat. Ar trebui să testăm noua Cameră De Execuție măcar o dată înainte să o folosim.
adviser_deathrow_testchair_2            Îl voi porni pentru câteva secunde, doar ca să fim siguri că e totul ok.
adviser_deathrow_testchair_3            Eh...n-a mers. Se pare că am folosit prea mult curent și a sărit siguranța centralei electrice. Toată închisoarea e în beznă.
adviser_deathrow_testchair_4            Ne trebuie o capacitate mai mare pentru a suporta creșterea bruscă de tensiune care are loc când e pornit scaunul electric.
adviser_deathrow_testchair_5            First, we need to turn the power back on.   Mai întâi, trebuie să repornim curentul. E un proces în doi pași:
adviser_deathrow_testchair_5b           Pentru a reporni Centrala Electrică dă click pe ea, iar apoi alege Activează din meniul afișat.Pentru a reporni Centrala Electrică dă click pe ea, iar apoi alege Activează din meniul afișat.
adviser_deathrow_testchair_6            După care,  construiește trei Condensatoare pentru a avea suficientă capacitate ca să putem folosi scaunul electric.
adviser_deathrow_testchair_7            Odată ce ai terminat, testează Scaunul Electric din nou, prin a da click pe el și a alege Activează din meniu.Odată ce ai terminat, testează Scaunul Electric din nou, prin a da click pe el și a alege Activează din meniu.

objective_deathrow_poweron              Repornește Centrala Electrică. (Dă click pe Centrala Electrică,  iar apoi alege Activează din meniu)Repornește Centrala Electrică. (Dă click pe Centrala Electrică,  iar apoi alege Activează din meniu)
objective_deathrow_expandpower          Extinde Centrala Electrică prin intermediul a trei condensatoare
objective_deathrow_chairworking         Testează din nou Scaunul Electric (dă click pe el, iar apoi alege Activează)Testează din nou Scaunul Electric (dă click pe el, iar apoi alege Activează)

adviser_deathrow_execution_1            Bine lucrat. Se pare că ne-am terminat treaba.
adviser_deathrow_execution_2            Ce se întâmplă de acum nu ne privește. Am fost profesioniști, iar asta e important în domeniul nostru.
adviser_deathrow_execution_3            Încearcă să nu-ți faci griji despre ce urmează.

adviser_deathrow_setupexecution1        Edward, a sosit momentul.
adviser_deathrow_setupexecution2        Ai făcut cea ce trebuia, chiar dacă lumea aceasta nu îți va ierta păcatele.
adviser_deathrow_setupexecution3        În curând vei fi cu Dumnezeu, iar El va fi Judecătorul Suprem.

adviser_deathrow_setupexecution4        Edward Romsey. Ai fost găsit vinovat de două crime de gradul întâi.
adviser_deathrow_setupexecution5        Sentința este: pedeapsa cu moartea.
adviser_deathrow_setupexecution6        Ai ceva de zis?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        Îmi pare rău.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Vânzarea închisorii anterioare
finance_cost_equiptazer                 Echipament: Pistol cu Electro Șoc
finance_cost_equipbodyarmour            Echipament: Armură
finance_cost_exports                    Exporturi
finance_cost_foundations                Fundațiile Clădirii
finance_cost_cashflow                   Flux De Numerar
finance_cost_bankloan                   Împrumut Bancar
finance_cost_bankloan_repayment         Rambursarea Împrumutului Bancar
finance_cost_sharesale                  Vânzare Acțiune
finance_cost_sharepurchase              Cumpărare Acțiune
finance_cost_grantadvance               Avans Subvenție
finance_cost_grantcompletion            Plată Completare Subvenție
finance_cost_reformprogram              Sesiune Program De Reformă
finance_cost_repair                     Repară
finance_cost_sellobject                 Vinde Obiect
finance_cost_landpurchase               Achiziționare Teren
finance_cost_prisonerintake             Sosire Prizonieri
finance_cost_grantcancellation          Costuri De Anulare
finance_cost_grantrefund                - Rambursare: *X
finance_cost_grantfine                  - Amendă: *X
finance_cost_executionfine              Amendă Execuție Inadecvată
finance_cost_executioncompensation      Compensare Execuție
finance_cost_shopintake                 Venit Magazin
finance_cost_prisonerwages              Salarii Prizonieri
finance_cost_fine                       Amendă


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_half                        …
clock_add_hour                           +
clock_am                                AM
clock_pm                                PM

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Generatorul nostru a fost supraîncărcat și a luat foc, în urma unei supratensiuni!
event_powerstationfire_x                Generatorul nostru a explodat în urma unei supraîncărcări masive, cauzată de supratensiune.
event_powerstationfirelarge             Generatorul nostru a fost supraîncărcat și a luat foc, în urma unei supratensiuni!
event_powerstationfirelarge_x           Generatorul nostru a explodat în urma unei supraîncărcări masive, cauzată de supratensiune.
event_kitchenfire                       A început un incendiu în bucătărie!
event_waterpipeburst                    O conductă de apă s-a spart și inundă zona. Repar-o înainte să devină daunele prea severe.
event_bulkintake                        Un dezastru a avut loc într-o închisoare apropiată. Ca urmare, o secțiune întreagă a rămas inutilizabilă. Din moment ce nu mai există o altă închisoare prin zonă, singura noastră soluție este să transferăm aici prizonierii. Vor ajunge în curând.
event_workshopaccident                  Un prizonier a fost grav rănit într-un accident de atelier și nu poate fi mișcat! Trimite un doctor repede!
event_subsidence                        O parte din peretele extern a fost distrus de subsidență. Trebuie să îl repari imediat!
event_earthquake                        Un cutremur local a provocat colapsul unei secțiuni din închisioare!
event_virus                             Mulți prizonieri se plâng că sunt bolnavi. S-ar putea să fie o idee bună să-i identificăm pe cei infectați și să-i băgăm în carantină.
event_virus_x                           Mulți prizonieri se plâng că sunt bolnavi, iar simptomele par destul de grave. Ar trebui să-i bagi în carantină și să-i tratezi, înainte să se răspândească boala prea departe.

event_massassassination_1               Identitățile unor martori dintr-un caz federal au fost descoperite și publicate. O parte din acești martori sunt închiși la noi.
event_massassassination_2               Acum sunt ținte, iar noi avem nevoie de ei în viață. Va trebui să identifici prizonierii și să-i ții întregi până depun mărturie.
event_massassassination_3_x             Am aflat târziu despre asta, așa că nu mai ai prea mult timp până o să fie atacați.

event_tvremovaldemand_1                 Mass media a început o campanie despre comoditățile oferite prizonierilor, iar asta îmi aduce multe dureri de cap.
event_tvremovaldemand_2                 Dau o nouă lege care interzice Televizoarele din camerele de zi ale închisorilor. Vreau să elimini toate televiozarele din camerele de zi sau vei fi amendat. Ai 6 ore la dispoziție.
event_tvremovaldemand_fine              Nu ai scăpat de televizoarele din camerele de zi, ceea ce este obligatoriu prin lege acum. Ai fost amendat și vei continua să primești amenzi, până când vei rezolva problema.
event_tvremovaldemand_complete          Mass media a trecut la alte chestii, iar legea care interzice televizoarele în camere de zi a fost anulată. Ești liber să le re-instalezi dacă dorești.

event_weightsremovaldemand_1            Mass media a început o campanie despre comoditățile oferite prizonierilor, iar asta îmi aduce multe dureri de cap.
event_weightsremovaldemand_2            Dau o nouă lege care interzice Televizoarele din camerele de zi ale închisorilor. Vreau să elimini toate televiozarele din camerele de zi sau vei fi amendat. Ai 6 ore la dispoziție.
event_weightsremovaldemand_fine         Nu ai scăpat de televizoarele din camerele de zi, ceea ce este obligatoriu prin lege acum. Ai fost amendat și vei continua să primești amenzi, până când vei rezolva problema.
event_weightsremovaldemand_complete     Mass media a trecut la alte chestii, iar legea care interzice televizoarele în camere de zi a fost anulată. Ești liber să le re-instalezi dacă dorești.

event_lessfooddemand_1                  Comisia administrativă a decis să implementeze niște măsuri experimentale de scădere a costurilor prin mai multe închisori, iar a noastră e una din ele.
event_lessfooddemand_2                  Trebuie să reduci cantitatea și calitatea meselor până la nivelul ”scăzut”, pentru a vedea ce efect are asupra bugetului.
event_lessfooddemand_fine               Din moment ce ai deciz să nu implementezi noua politică legată de mâncare, vom lua potențialele economi direct din fondurile tale. Asta va continua să se întâmple până când vei face ce ți-am cerut.
event_lessfooddemand_complete           Experimentul legat de bugetul de mâncare a luat sfârșit, iar rezultatele sunt neconcludente. Ești liber să stabilești ce politică de mâncare dorești.

event_removevisitationdemand_1          A avut loc un incident într-o altă închisoare, care ne-a atras atenția asupra unor potențiale probleme legate de verificările de securitate, când vine vorba de vizitele familiilor prizonierilor.
event_removevisitationdemand_2          Până când procesele sunt evaluate, toate vizitele trebuiesc suspendate. Ai 12 ore la dispoziție să elimini toate camerele de Vizită din închisoarea ta.
event_removevisitationdemand_fine       N-ai reușit să elimini camerele de Vizită din închisoare, in ciuda problemelor de securitate. Ai fost amendat și vei continua să fi amendat până când îndeplinești sarcina.
event_removevisitationdemand_complete   Am terminat de evaluat procesul de vizitare și camerele de Vizită pot fi reintroduse în închisoare dacă dorești.

event_lessworkdemand_1                  Am auzit că prizonierii sunt nemulțumiți de numărul mare de ore de muncă din timpul zilei, și plănuiesc să cauzeze probleme daca nu sunt reduse.
