
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Νέο
reform_program_requirements             – Για κάθε κρατούμενο απαιτείται: *X
reform_program_requirements_alt         – Για κάθε κρατούμενο απαιτείται: *X ή *Y
reform_program_prereqs                  Οι κρατούμενοι πρέπει να έχουν ολοκληρώσει το πρόγραμμα:
reform_program_research_required        Απαιτείται: *X

reform_program_intake_none                      Καθόλου
reform_program_intake_mandatory                 Υποχρεωτικό
reform_program_intake_voluntary                 Εθελοντικό
reform_program_intake_referralviolence          Αφορμή: Βία
reform_program_intake_referraldrugaddiction     Αφορμή: Εθισμός σε ναρκωτικά
reform_program_intake_referralalcoholism        Αφορμή: Αλκοολισμός
reform_program_intake_guards                    Μόνο για Φύλακες
reform_program_intake_parole                    Αφού εκτιθεί το 50% ή 75% της ποινής
reform_program_intake_needrequired              Κάθε κρατούμενος χρειάζεται μια συγκεκριμένη ανάγκη για να συμμετάσχει
reform_program_intake_deathrow                  Θανατοποινίτης κρατούμενος

reform_program_properties_canhireexternally     Μπορεί να γίνει εξωτερική πρόσληψη
reform_program_properties_studentssit           Οι διδασκόμενοι κάθονται
reform_program_properties_academic              Ακαδημαϊκό
reform_program_properties_practical             Πρακτικό
reform_program_properties_repeatable            Μπορεί να επαναληφθεί
reform_program_properties_passive               Παθητικό
reform_program_properties_staffonly             Μόνο προσωπικό
reform_program_properties_outsideofwork         Μπορεί να γίνει εκτός ωραρίου εργασίας
reform_program_properties_teacherssit           Οι διδάσκοντες κάθονται
reform_program_properties_canescortstudent      Οι διδασκόμενοι μπορούν να συνοδεύονται από φύλακες

reform_program_waittime                         Μπορεί να γίνει μόνο κάθε *T ημέρες

reform_program_difficulty_easy          – Εύκολο
reform_program_difficulty_intermediate  – Μέτριο
reform_program_difficulty_advanced      – Προχωρημένο
reform_program_difficulty_expert        – Εξειδικευμένο

regime_nothing                          Εγκλεισμός
regime_sleep                            Ύπνος
regime_eat                              Φαγητό
regime_shower                           Ντους
regime_yard                             Προαύλιο
regime_work                             Εργασία
regime_lockdown                         Αποκλεισμός
regime_freetime                         Ελεύθερος χρόνος
regime_currenttime                      Τώρα
regime_unspecified                      Ακαθόριστο

regimetooltip_nothing                   Οι κρατούμενοι μένουν κλειδωμένοι στα κελιά τους. Δεν έχουν τίποτα να κάνουν, πέρα από το να αναλογίζονται τις επιλογές που τους οδήγησαν σε αυτό το μέρος.\n\nΗ παραμονή στο κελί για μεγάλα διαστήματα μπορεί να αποδειχτεί αποτελεσματική τιμωρία, ακόμα και στην περίπτωση του πιο σκληρόπετσου κρατουμένου.
regimetooltip_sleep                     Οι κρατούμενοι μένουν κλειδωμένοι στα κελιά τους και τα φώτα σβήνουν. Όλοι πέφτουν για ύπνο.\n\nΕκτός από εκείνους που σκάβουν σήραγγες για να δραπετεύσουν...
regimetooltip_eat                       Οι κρατούμενοι προχωρούν στην κοντινότερη προσβάσιμη καντίνα και κάθονται να φάνε.\n\nΕπιτρέπεται να χρησιμοποιήσουν οποιονδήποτε εξοπλισμό μέσα στην Καντίνα, αλλά δεν τους επιτρέπεται να φύγουν μέχρι να τελειώσει αυτή η περίοδος.
regimetooltip_shower                    Οι κρατούμενοι γδύνονται και μπαίνουν στα ντους. Παρότι τα καθημερινά ντους είναι απαραίτητα για την υγιεινή των κρατουμένων, μερικοί κρατούμενοι δεν θα μπουν στον κόπο αν δεν τους αναγκάσεις εσύ.
regimetooltip_yard                      Οι κρατούμενοι οδηγούνται στο προαύλιο για να απολαύσουν λίγη απαραίτητη γυμναστική, φως του ήλιου και φρέσκο αέρα.\n\nΟι κρατούμενοι μπορούν να χρησιμοποιούν οποιονδήποτε εξοπλισμό του προαυλίου σε αυτό το διάστημα, όπως πάγκους για βάρη, τηλέφωνα για να καλέσουν αγαπημένα πρόσωπα, ντους κλπ.
regimetooltip_work                      Οι κρατούμενοι οδηγούνται για δουλειά σε διάφορους χώρους της φυλακής. Κάθε κενή θέση εργασίας θα ανατεθεί σε κρατουμένους, οι οποίοι θα οδηγηθούν αυτόματα στις κατάλληλες τοποθεσίες. (Μπορείς να διαμορφώσεις τις θέσεις εργασίας από την οθόνη Εφοδιαστική.)\n\nΌλα τα προγράμματα Αναμόρφωσης πραγματοποιούνται κατά τις ώρες Εργασίας. Όσοι κρατούμενοι δεν έχουν δουλειά και δεν συμμετέχουν σε πρόγραμμα Αναμόρφωσης έχουν ελευθερία κινήσεων, σαν να ήταν «Ελεύθερος χρόνος».
regimetooltip_freetime                  Οι κρατούμενοι αφήνονται να βγουν από τα κελιά τους και τους επιτρέπεται να χρησιμοποιήσουν όλες τις εγκαταστάσεις στη φυλακή. Αυτή είναι η αγαπημένη ώρα των κρατουμένων. Απολαμβάνουν την κοινωνικοποίηση και φροντίζουν τις ανάγκες τους όσο καλύτερα μπορούν.\n\nΟι μεγάλες περίοδοι ελεύθερου χρόνου μπορούν να μειώσουν το στρες και την ένταση στη φυλακή σου, όμως πολλοί θεωρούν ότι αυτό δεν μετράει ως τιμωρία.

regime_clear                            Αφαίρεση του καθεστώτος για αυτή την κατηγορία κρατουμένων και χρήση του προεπιλεγμένου καθεστώτος Κανονικής ασφάλεια.

schedule_editor_students                Διδασκόμενοι: *X/*Y
schedule_editor_error_staffonly         Το δωμάτιο-στόχος έχει επισημανθεί ως «Μόνο προσωπικό»
schedule_editor_error_noregimetime      Το πρόγραμμα είναι εκτός ενός έγκυρου καθεστώτος Εργασίας
schedule_editor_error_noteachers        Δεν υπάρχουν διδάσκοντες για αυτό το πρόγραμμα
schedule_editor_error_noobjects         Τα αντικείμενα που απαιτούνται για αυτό το πρόγραμμα δεν μπορούν να βρεθούν σε έγκυρο δωμάτιο
schedule_editor_pin                     Καρφίτσωμα αυτού του προγράμματος
schedule_editor_unpin                   Ξεκαρφίτσωμα αυτού του προγράμματος

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         Έλεγχος χρονοδιακόπτη πόρτας
doortimer_connected_servos              *X συνδεδεμένοι σερβομηχανισμοί
doortimer_state_open                    Άνοιγμα
doortimer_state_closed                  Κλειστή

doortimer_security_none                 Οποιαδήποτε ασφάλεια
doortimer_security_minsec               Χαμηλή ασφάλεια
doortimer_security_normal               Κανονική ασφάλεια
doortimer_security_maxsec               Ύψιστη ασφάλεια
doortimer_security_Protected            Υπό προστασία
doortimer_security_SuperMax             Υπερύψιστη
doortimer_security_DeathRow             Θανατική ποινή


# =============================================================================
# Execution
# =============================================================================

execution_stage_Start                   Έναρξη εκτέλεσης
execution_stage_Lockdown                Έναρξη ολικού αποκλεισμού φυλακής
execution_stage_Testing                 Δοκιμή εγκαταστάσεων
execution_stage_Assemble                Συγκέντρωση εκτελεστικού αποσπάσματος
execution_stage_Witnesses               Συνοδεία μαρτύρων στις εγκαταστάσεις
execution_stage_Escort                  Συνοδεία κρατουμένου στις εγκαταστάσεις
execution_stage_Execution               ΕΚΤΕΛΕΣΗ
execution_stage_Dismissed               Αποδέσμευση προσωπικού και μαρτύρων
execution_stage_FinalReport             Τελική αναφορά

execution_stagetooltip_start            Προγραμμάτισες την εκτέλεση αυτού του κρατουμένου και τώρα πρέπει να ακολουθήσεις την επίσημη διαδικασία.
execution_stagetooltip_lockdown         Όλοι οι κρατούμενοι οδηγούνται πίσω στα κελιά τους και η φυλακή τελεί υπό αποκλεισμό.
execution_stagetooltip_testing          Η τελική δοκιμή για να βεβαιωθείς ότι όλα λειτουργούν σωστά. Δοκιμάζεται η παροχή ηλεκτρικού ρεύματος στην καρέκλα υπό φορτίο. Επίσης, σχεδιάζεται η τελική διαδρομή του κρατουμένου – πρέπει να έχει τη δυνατότητα να περπατήσει μόνος του μέχρι την αίθουσα εκτέλεσης.
execution_stagetooltip_assemble         Ο Διευθυντής και ο Αρχιφύλακας πηγαίνουν στο κελί του θανατοποινίτη. Επίσης, έρχεται στον χώρο ένας ιερέας ή πνευματικός ηγέτης της επιλογής του κρατουμένου και τον επισκέπτεται στο κελί του, για να πει την τελευταία του προσευχή.
execution_stagetooltip_witnesses        Έρχονται στον χώρο μάρτυρες της εκτέλεσης και πηγαίνουν στις εγκαταστάσεις εκτέλεσης. Αυτή η ομάδα μπορεί να περιλαμβάνει συγγενείς του θανατοποινίτη, καθώς και συγγενείς του θύματος.\n\nΣημείωση: Οι μάρτυρες θα πρέπει να έχουν στη διάθεσή τους καρέκλες.
execution_stagetooltip_escort           Ο θανατοποινίτης συνοδεύεται από το κελί του στις εγκαταστάσεις εκτέλεσης. Τον συνοδεύουν ο Διευθυντής, ο Αρχιφύλακας και ο Ιερέας.
execution_stagetooltip_execution        Αφού είναι όλοι στη θέση τους και έχουν ακολουθηθεί όλες οι διαδικασίες, δίνεται τελική εξουσιοδότηση για την εκτέλεση.
execution_stagetooltip_dismissed        Το προσωπικό και οι μάρτυρες αποδεσμεύονται και μπορούν να αποχωρήσουν από τις εγκαταστάσεις.
execution_stagetooltip_finalreport      Αφού ολοκληρωθεί η εκτέλεση, συντάσσεται μια αναφορά και βαθμολογούνται οι επιδόσεις σου.

execution_underway                      ΕΚΤΕΛΕΣΗ ΣΕ ΕΞΕΛΙΞΗ
execution_result_ok                     Η εξουσιοδοτημένη εκτέλεση του κρατουμένου *N πραγματοποιήθηκε στις *T σύμφωνα με το πρόγραμμα, με τη χρήση ηλεκτρικής καρέκλας, παρουσία μαρτύρων. Το σωφρονιστικό ίδρυμα έλαβε την προβλεπόμενη αποζημίωση των 10.000 $ για τον ρόλο του στη διαδικασία.
execution_result_appealed               Η εξουσιοδοτημένη εκτέλεση του κρατουμένου *N πραγματοποιήθηκε στις *T σύμφωνα με το πρόγραμμα, με τη χρήση ηλεκτρικής καρέκλας, παρουσία μαρτύρων. Δυστυχώς, ήρθαν εκ των υστέρων στο φως νέες πληροφορίες που θα είχαν επηρεάσει το αίτημά του για λήψη χάριτος. Παρ' όλα αυτά, δεν θα ασκηθεί αγωγή ενάντια στο σωφρονιστικό ίδρυμα και θα λάβει την προβλεπόμενη αποζημίωση των 10.000 $ για τον ρόλο του στη διαδικασία.
execution_result_innocent               Η εξουσιοδοτημένη εκτέλεση του κρατουμένου *N πραγματοποιήθηκε στις *T σύμφωνα με το πρόγραμμα, με τη χρήση ηλεκτρικής καρέκλας, παρουσία μαρτύρων. Δυστυχώς, ανακαλύφθηκαν εκ των υστέρων στοιχεία που θα είχαν αποκαλύψει την αθωότητα του κρατουμένου *N. Παρ' όλα αυτά, δεν θα ασκηθεί αγωγή ενάντια στο σωφρονιστικό ίδρυμα και θα λάβει την προβλεπόμενη αποζημίωση των 10.000 $ για τον ρόλο του στη διαδικασία.
execution_result_illegal                Η εκτέλεση του κρατουμένου *N πραγματοποιήθηκε στις *T σύμφωνα με το πρόγραμμα, με τη χρήση ηλεκτρικής καρέκλας, παρουσία μαρτύρων. Λόγω της μη τήρησης των διαδικασιών έφεσης που απαιτούνται από το νόμο και της ανακάλυψης πληροφοριών που θα είχαν εν τέλει οδηγήσει σε μια επιτυχημένη έφεση, στο ίδρυμα επιβάλλεται πρόστιμο 50.000 $. Λόγω της μη τήρησης του προβλεπόμενου πρωτοκόλλου, όλες οι εκτελέσεις αναβάλλονται για μετέπειτα ημερομηνίες και τυχόν κρατούμενοι καταδικασμένοι σε Θανατική ποινή θα μεταφερθούν σε άλλο ίδρυμα.  
execution_result_illegalinnocent        Η παράνομη εκτέλεση του κρατουμένου *N πραγματοποιήθηκε στις *T σύμφωνα με το πρόγραμμα, με τη χρήση ηλεκτρικής καρέκλας, παρουσία μαρτύρων. Λόγω της μη τήρησης των διαδικασιών έφεσης που απαιτούνται από τη νομοθεσία και του ότι ο κρατούμενος *N ήταν αθώος, ο διαχειριστής αυτού του ιδρύματος απομακρύνεται από τη θέση του, με άμεση εφαρμογή.  
execution_warning_one                   Αν η επόμενη εκτέλεση που θα γίνει εδώ δεν τηρήσει την ορθή διαδικασία, θα απολυθείς.
execution_warning_two                   Λόγω των προηγούμενων αποτυχιών σου να τηρήσεις την ορθή διαδικασία, η επόμενη σχετική παραβίαση πρωτοκόλλου θα οδηγήσει στην απόλυσή σου.

execution_error_MissingEquipment        ΣΦΑΛΜΑ: ΛΕΙΠΕΙ ΕΞΟΠΛΙΣΜΟΣ\nΧρειάζεσαι αίθουσα εκτέλεσης με ηλεκτρική καρέκλα.
execution_error_ElectricalSupply        ΣΦΑΛΜΑ: ΠΡΟΒΛΗΜΑ ΗΛΕΚΤΡΟΔΟΤΗΣΗΣ\nΗ καρέκλα δεν τροφοδοτείται με αρκετό ηλεκτρικό ρεύμα.
execution_error_NavigationPrisoner      ΣΦΑΛΜΑ: ΚΙΝΗΣΗ ΚΡΑΤΟΥΜΕΝΟΥ\nΟ θανατοποινίτης δεν μπορεί να περπατήσει από το κελί του στην αίθουσα εκτέλεσης.
execution_error_NoRouteFromRoad         ΣΦΑΛΜΑ: ΑΝΕΡΠΑΚΗΣ ΠΡΟΣΒΑΣΗ\nΟι παρευρισκόμενοι στην εκτέλεση που προέρχονται έξω από τη φυλακή δεν μπορούν να φτάσουν στον προορισμό τους.
execution_error_NoSpaceInRoom           ΣΦΑΛΜΑ: ΑΝΕΠΑΡΚΗΣ ΧΩΡΟΣ\nΔεν υπάρχει αρκετός κενός χώρος στην αίθουσα εκτέλεσης για τους παρευρισκόμενους.
execution_error_NoRoom                  Χρειάζεσαι μια αίθουσα Εκτέλεσης πριν μπορέσεις να ξεκινήσεις μια Εκτέλεση.

roomerror_nokitchen                     Δεν υπάρχουν μαγειρεία που να μπορούν να στείλουν φαγητό σε αυτή την καντίνα,
roomerror_noprisoners                   Δεν έχουν ανατεθεί κρατούμενοι για να τρώνε σε αυτή την καντίνα.
roomerror_nocanteen_cells               Δεν υπάρχουν καντίνες προσβάσιμες από αυτό το κελί. Οι κρατούμενοι σε αυτό το κελί δεν έχουν μέρος για να τρώνε.
roomerror_nocanteen_kitchen             Δεν υπάρχουν καντίνες προσβάσιμες από αυτό το μαγειρείο. Δεν θα μαγειρέψει φαγητό για την ώρα του γεύματος.


# =============================================================================
# Misc
# =============================================================================

box_contents                             Περιεχόμενα: *X
stack_contents                           Περιεχόμενα: *X x *Y
mail_contents                            Περιεχόμενα: *X γράμματα
mail_opened_from                         Γράμματα από: *F του κρατουμένου*X
mail_closed_from                         Γράμμα προς: *X

object_dump                             Σκουπίδια
object_todo                             Υποχρέωση: *X
object_sale_price                       Τιμή πώλησης: *X

object_door_cyclepermissions            Κάνε κλικ για ανακύκλωση Αδειών πρόσβασης
object_door_cyclepermissions_1          (Ανοιχτή, Μόνο προσωπικό, Κλειστή)

object_firemen_hosehelp_intro           Οι πυροσβέστες θα ρίχνουν νερό σε κάθε κοντινή εστία φωτιάς
object_firemen_hosehelp                 Πάτησε το H για να στοχεύσεις εσύ τις μάνικές τους

interface_clone_help_copy               Κράτα πατημένο το δεξί κλικ και σύρε για να επιλέξεις μια περιοχή προς κλωνοποίηση
interface_clone_help_paste              Κάνε αριστερό κλικ για αντιγραφή της επιλεγμένης περιοχής

object_inactive                         ΑΝΕΝΕΡΓΟ
object_cctv_moremonitors                Φτιάξε περισσότερους Σταθμούς παρακολούθησης
object_cctvmonitor_needsguards          Απαιτείται Φύλακας για τον χειρισμό του Σταθμού
object_processor_blocked                Δεν υπάρχει πρόσβαση στη θέση εργασίας

administrator_requiresoffice            Χρειάζεται Γραφείο
administrator_requiresoffice_2          *X: χρειάζεται Γραφείο
office_ownership                        Γραφείο: *X

teacher_teaching                        Διδάσκει
teacher_preparing                       Ετοιμάζεται

prisoner_assignedto                     Απαιτείται: *X
prisoner_roomquality                    Ποιότητα κελιού: *X (*Y)
prisoner_roomquality_average            Μέση
prisoner_roomquality_aboveaverage       Υψηλότερη του μέσου
prisoner_roomquality_wayaboveaverage    Πολύ υψηλότερη του μέσου
prisoner_roomquality_belowaverage       Χαμηλότερη του μέσου
prisoner_roomquality_waybelowaverage    Πολύ χαμηλότερη του μέσου
prisoner_attendance                     Παρουσία
prisoner_concentration                  Συγκέντρωση
prisoner_understanding                  Κατανόηση
prisoner_concentration_0                Φριχτή
prisoner_concentration_1                Κακή
prisoner_concentration_2                Επαρκής
prisoner_concentration_3                Καλή
prisoner_concentration_4                Εξαιρετική
prisoner_passchance                     Πιθανότητα επιτυχίας: *X%
prisoner_informant                      Εμπιστευτικός πληροφοριοδότης

prisoner_dayswithoutincident            *X ημέρες χωρίς περιστατικό
prisoner_availablemoney                 Μετρητά: $*X

informant_suspicion                     Υποψία
informant_title                         ΕΜΠΙΣΤΕΥΤΙΚΟΙ ΠΛΗΡΟΦΟΡΙΟΔΟΤΕΣ
informant_none                          Δεν έχεις καταχωρημένους Ε.Π.
informant_hint                          (Στρατολόγησε Κρατουμένους υπό εξαναγκασμό, π.χ. όσο βρίσκονται στην Απομόνωση)
informant_recruitable                   (Πιθανός Ε.Π.)
informant_target                        Στόχος

contraband_owner                        Κάτοχος: *X
contraband_ownerunknown                 Άγνωστος κάτοχος
contraband_stolenfrom                   Κλάπηκε από: *X, πριν από *Y ώρες
contraband_smuggledthrough              Μπήκε λαθραία από: *X, πριν από *Y ώρες
contraband_smuggledin                   Μπήκε λαθραία από τον Κρατούμενο, πριν από *Y ώρες
contraband_type                         Είδος: *X
contraband_tradevalue_title             Τιμές ανταλλαγής
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Εξαντλημένος
staff_tired                             Κουρασμένος/-η
staff_needsrest                         Προτιμάει να ξεκουραστεί στο δωμάτιο Προσωπικού.

dog_needskennel                         Οι Σκύλοι χρειάζονται Κυνοστάσιο για να κοιμούνται.

doctor_requireinfirmary                 Χρειάζεται Αναρρωτήριο

entity_carryingequipment                Κρατάει: *X
entity_carryingkeys                     Κρατάει Κλειδιά φυλακής
entity_carryingstaffkeys                Κρατάει Κλειδί προσωπικού
entity_wearingarmour                    Φοράει: *X

reports_schedule                        Επαναπρογραμματισμός όλων
reports_edit                            Αλλαγή προγραμματισμού
reports_bankloan                        Τραπεζικό δάνειο
reports_increaseloan                    Αύξηση
reports_decreaseloan                    Μείωση
reports_unlockbankloans                 Ξεκλειδώνεται από τη Λογίστρια

drugs_heroin                            Ηρωίνη
drugs_cocaine                           Κοκαΐνη

#                                       Eg "Bob's Mother"
visitor_relationship                    *Y του κρατουμένου: *X
visitor_age                             Ηλικία: *X

family_wife                             Σύζυγος
family_exwife                           Πρώην σύζυγος
family_girlfriend                       Φιλενάδα
family_son                              Γιος
family_daughter                         Κόρη
family_mother                           Μητέρα
family_father                           Πατέρας
family_brother                          Αδελφός
family_sister                           Αδελφή
family_lawyer                           Δικηγόρος
family_priest                           Ιερέας
family_victims                          Οικογένεια θύματος
family_caption                          Οικογένεια:  
family_none                             Καθόλου

damage_dead                             Νεκρός/-ή
damage_unconscious                      Αναίσθητος/-η
damage_serious                          Σοβαρά τραύματα
damage_injured                          Τραυματίας
damage_amount                           *X% ζημιά

message_autosaving                      Αυτόματη αποθήκευση...

buildtoolbar_entersearchterm            Πληκτρολόγησε όρο για αναζήτηση...

deploymentscheduler_title               ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ ΤΟΠΟΘΕΤΗΣΗΣ
supplyanddemand_supplyheader            ΠΡΟΣΦΟΡΑ
supplyanddemand_demandheader            ΖΗΤΗΣΗ

tooltip_multipleobjects                 Πάτα TAB για ανακύκλωση αντικειμένων
remotedoor_noservo                      Οι Απομακρυσμένες πόρτες δεν ανοίγουν αν δεν υπάρχει σερβομηχανισμός συνδεδεμένος με την κάθε μία.

roomgrading                             Βαθμολογία δωματίου
roomgrading_roomsize                    Μέγεθος δωματίου τουλάχιστον *X τετράγωνα
roomgrading_cleanliness                 Βαθμός καθαριότητας πάνω από *X%
roomgrading_outsidewindow               Παράθυρο με εξωτερική θέα  
roomgrading_item                        Αντικείμενο: *X
roomgrading_result                      Βαθμός: *X
roomgrading_currentoccupant             Ο ένοικος δικαιούται κελί βαθμού: *X
roomgrading_unoccupied                  Μη κατειλημμένο

roomerror_nokitchen                     Δεν υπάρχουν μαγειρεία που να μπορούν να στείλουν φαγητό σε αυτή την καντίνα,
roomerror_noprisoners                   Δεν έχουν ανατεθεί κρατούμενοι για να τρώνε σε αυτή την καντίνα.
roomerror_nocanteen_cells               Δεν υπάρχουν καντίνες προσβάσιμες από αυτό το κελί. Οι κρατούμενοι σε αυτό το κελί δεν έχουν μέρος για να τρώνε.
roomerror_nocanteen_kitchen             Δεν υπάρχουν καντίνες προσβάσιμες από αυτό το μαγειρείο. Δεν θα μαγειρέψει φαγητό για την ώρα του γεύματος.

ceos_letter                             Αγαπητέ κύριε ή κυρία,\n\n\nΣυγχαρητήρια για την ολοκλήρωση της εισαγωγής – είστε πλέον ένας πλήρως εκπαιδευμένος Αρχιτέκτονας Φυλακών! Σύντομα θα σχεδιάζετε, θα χτίζετε και θα διευθύνετε τις δικές σας φυλακές, ξεκινώντας μονάχα από ένα άδειο οικόπεδο και μερικές στοίβες τούβλα. Πριν ξεκινήσετε, θεωρήσαμε ότι θα ήταν καλό να μοιραστούμε μερικά σημαντικές συμβουλές μαζί σας.\n\n1. Κάθε φυλακή χρειάζεται έναν Διευθυντή – αυτός θα πρέπει να είναι ένα από τα πρώτα μέλη του προσωπικού που θα προσλάβετε. Φτιάξτε του ένα ωραίο γραφείο και εκείνος θα ξεκλειδώσει ένα μεγάλο εύρος προηγμένων εγκαταστάσεων μέσω του συστήματος γραφειοκρατίας.\n\n2. Τα ατομικά κελιά κράτησης είναι ακριβά, ειδικά στην αρχή που δεν έχετε πολλά χρήματα. Εξοικονομήστε χρήματα φτιάχνοντας ένα μεγάλο Κελί κράτησης, που μπορούν να το μοιράζονται πολλοί κρατούμενοι ταυτόχρονα.\n\n3. Φτιάξτε και θέστε σε λειτουργία ένα Μαγειρείο και μια Καντίνα, πριν φτάσουν οι πρώτοι κρατούμενοί σας και φροντίστε να προσλάβετε μερικούς Μάγειρες. Τίποτα δεν εκνευρίζει έναν κρατούμενο περισσότερο από το αδειανό στομάχι!\n\n4. Το χτίσιμο μιας φυλακής είναι ακριβό εγχείρημα και θα πρέπει να γίνετε αυθεντία στο να συγκεντρώνετε μεγάλα ποσά χρημάτων μέσα από επιδοτήσεις και συμβάσεις έργων. Μπορείτε να βρείτε αυτές τις επιδοτήσεις στις οθόνες των «Αναφορών».\n\nΑυτό ήταν όλο. Σας ευχόμαστε καλή επιτυχία!\n\nΔιευθύνων Σύμβουλος,\nΕταιρεία Αρχιτεκτόνων Φυλακών

# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Κεφάλαιο *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Θανατική ποινή

campaignchapter_deathrow_description    Μας ανατέθηκε η κατασκευή μιας αίθουσας Εκτέλεσης σε αυτή τη φυλακή. Πρέπει να γίνει έγκαιρα, γιατί έχει προγραμματιστεί η εκτέλεση ενός κατάδικου.

campaigncutscene_deathrowmurder         Διπλό φονικό
campaigncutscene_deathrowconfession     Ομολογία

adviser_deathrow_murder1                Το ήξερα ότι θα σας έβρισκα εδώ εσάς τους δύο.
adviser_deathrow_murder2                Έντουαρντ! Δεν...
adviser_deathrow_murder25               Άσ' το. Δεν έχει νόημα.
adviser_deathrow_murder3                Τι πας να κάνεις;

adviser_deathrow_church1                Μπορώ να σε βοηθήσω;
adviser_deathrow_church15               ...
adviser_deathrow_church2                Ψάχνεις συγχώρεση;
adviser_deathrow_church3                Δεν ξέρω. Πρέπει να κάνω κάτι, δεν μπορώ να ζήσω με τις τύψεις.
adviser_deathrow_church4                Πρέπει να παραδοθείς. Ό,τι κι αν έκανες, δεν μπορείς να αποφύγεις τις συνέπιες.  
adviser_deathrow_church5                Δεν θα μπορέσεις ποτέ να ησυχάσεις, αν δεν αντιμετωπίσεις το παρελθόν σου.
adviser_deathrow_church6                Θέλω να γυρίσω πίσω τον χρόνο. Θέλω να τη συγχωρήσω. Να με συγχωρήσει και κείνη.
adviser_deathrow_church7                Ο Θεός θα σε συγχωρήσει, ό,τι και αν έκανες, αν Του το ζητήσεις.  
adviser_deathrow_church8                Όμως, πρέπει να λογοδοτήσεις για τα εγκλήματά σου στα μάτια του νόμου. Δεν υπάρχει άλλος τρόπος.

adviser_deathrowintro_1                 Μας έτυχε μια δύσκολη περίπτωση.
adviser_deathrowintro_2                 Ένας από τους κρατουμένους σε αυτό το ίδρυμα έχει καταδικαστεί για διπλό φόνο και καταδικάστηκε σε θάνατο.    
adviser_deathrowintro_3                 Κάπου εδώ αναλαμβάνουμε εμείς. Μας ανατέθηκε να κατασκευάσουμε έγκαιρα μια αίθουσα εκτέλεσης για τη μεγάλη στιγμή αυτού του τύπου.
adviser_deathrowintrob_1                Εδώ θέλω να χτιστούν οι νέες εγκαταστάσεις.
adviser_deathrowintrob_2                Το πρώτο βήμα με κάθε έργο σαν αυτό είναι να κατασκευάσεις το ίδιο το κτίριο – με αρκετό χώρο στο εσωτερικό του, για να χωρέσει μια αίθουσα εκτέλεσης και ένα κελί κράτησης.
adviser_deathrowintrob_3                Ας ξεκινήσουμε, λοιπόν. Κατασκεύασε εδώ ένα καινούργιο κτίριο.

adviser_deathrow_explain1               Οι Εργάτες σου είναι υπεύθυνοι για την κατασκευή κτιρίων.
adviser_deathrow_explain2               Θα συγκεντρώσουν το ατσάλι και το τσιμέντο από αυτή την αποθήκη και θα το φέρουν στον χώρο της οικοδομής.
adviser_deathrow_explain3               Θα χρησιμοποιήσουν αυτές τις πρώτες ύλες για να χτίσουν τα θεμέλια και το πλαίσιο των νέων σου κτιρίων.
adviser_deathrow_explain4               Επειδή αυτό είναι το πιο αργό μέρος της οικοδόμησης, θα είναι καλό να σχεδιάζεις εκ των προτέρων την κατασκευή νέων εγκαταστάσεων.
adviser_deathrow_explain5               Όσο περιμένουμε, ρίξε μια ματιά στην περιοχή. Χρησιμοποίησε τα πλήκτρα WASD ή τα πλήκτρα βελών για να μετακινηθείς και τον τροχό του ποντικιού για να ζουμάρεις και να ξεζουμάρεις.

objective_deathrow_building             Κατασκεύασε ένα κτίριο που θα στεγάσει τις εγκαταστάσεις Εκτέλεσης

adviser_deathrow_buildinside1           Θα χρειαστούμε επίσης και μια είσοδο για την νέα αίθουσα Εκτέλεσης.
adviser_deathrow_buildinside2           Χτίσε μία Μεγάλη πόρτα φυλακής στον νότιο τοίχο.

objective_deathrow_buildouterdoor       Χτίσε Μεγάλη πόρτα φυλακής για είσοδο

adviser_deathrow_internalwalls1          Μέσα στο κτίριο θέλω ένα Κελί και μια αίθουσα Εκτέλεσης.
adviser_deathrow_internalwalls2          Διαίρεσε τον χώρο, κατασκευάζοντας μερικούς Τοίχους από τούβλα.

objective_deathrow_buildinternalwalls   Χτίσε εσωτερικούς τοίχους

adviser_deathrow_internaldoors1          Τώρα πρόσθεσε Μεγάλες πόρτες φυλακής σ' αυτούς τους διαχωριστικούς τοίχους.
adviser_deathrow_internaldoors2          Μπορείς να περιστρέψεις ένα αντικείμενο πριν την τοποθέτηση, πατώντας το μεσαίο κουμπί του ποντικιού (ή πατώντας το R).

objective_deathrow_buildinternaldoors   Χτίσε εσωτερικές πόρτες (κάνε μεσαίο κλικ ή πάτα το R για περιστροφή αντικειμένου)

adviser_deathrow_designation1           Μια χαρά μού φαίνεται. Τώρα πρέπει να ορίσουμε Δωμάτια μέσα σε αυτούς τους χώρους.
adviser_deathrow_designation2           Όρισε ένα Κελί στον μικρό χώρο, όπου θα μένει ο θανατοποινίτης μας.
