
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nová hra
execution_stage_FinalReport             Závěrečné hlášení

execution_stagetooltip_start            Poprava tohoto vězně byla řádně naplánována, nyní se musíš držet oficiálních postupů.
execution_stagetooltip_lockdown         Všichni vězni byli posláni do svých cel, celá věznice byla uzamčena.
execution_stagetooltip_testing          Poslední otestování zařízení, zda vše funguje, jak má. Je zapotřebí zkontrolovat, zda dodávka proudu postačuje pro napájení elektrického křesla.  Dále je nutné naplánovat vězňovu poslední trasu – musí být schopen sám dojít do popravní místnosti.
execution_stagetooltip_assemble         Správce věznice a šéf ostrahy dorazí do odsouzencovy cely.  Navíc do ní přijde i vězňův kněz nebo zvolený duchovní vůdce a umožní mu naposledy se pomodlit.
execution_stagetooltip_witnesses        Do věznice dorazí svědkové popravy a dojdou do popravní místnosti. V této skupině mohou být členové vězňovy rodiny a také rodina jeho oběti.\n\nPozn.: Svědkové popravy by měli mít k dispozici židle.
execution_stagetooltip_escort           Odsouzený vězeň je eskortován ze své cely do popravní místnosti. Doprovází jej správce věznice, šéf ostrahy a kněz.
execution_stagetooltip_execution        Poté, co budou všichni na svých místech a skončí všechny přípravy, dojde k udělení závěrečného povolení k vykonání popravy.
execution_stagetooltip_dismissed        Zaměstnanci a svědkové jsou propuštěni, mohou odejít z popravní místnosti.
execution_stagetooltip_finalreport      Po dokončení popravy dojde k sepsání hlášení a zhodnocení průběhu.

execution_underway                      POPRAVA PROBÍHÁ
execution_result_ok                     Nařízená poprava vězně jménem *N byla vykonána dle plánu v *T, a to prostřednictvím elektrického křesla za přítomnosti svědků. Za svůj podíl na její přípravě a provedení obdržela věznice běžnou kompenzaci ve výši $10 000.
execution_result_appealed               Nařízená poprava vězně jménem *N byla vykonána dle plánu v *T, a to prostřednictvím elektrického křesla za přítomnosti svědků. Bohužel po vykonání popravy vyšly najevo nové skutečnosti, které mohly ovlivnit odsouzencovu žádost o zmírnění trestu. Tentokrát však nebude proti věznici přijato žádné opatření, a ta tak za svůj podíl na přípravě popravy a jejím vykonání obdrží běžnou kompenzaci ve výši $10 000.
execution_result_innocent               Nařízená poprava vězně jménem *N byla vykonána dle plánu v *T, a to prostřednictvím elektrického křesla za přítomnosti svědků. Bohužel po vykonání popravy byly objeveny důkazy, že *N byl ve skutečnosti nevinen. Tentokrát však nebude proti věznici přijato žádné opatření, a ta tak za svůj podíl na přípravě popravy a jejím vykonání obdrží běžnou kompenzaci ve výši $10 000.
execution_result_illegal                Poprava vězně jménem *N byla vykonána dle plánu v *T, a to prostřednictvím elektrického křesla za přítomnosti svědků. Jelikož nebyly dodrženy řádné postupy ohledně možnosti odvolání a dodatečně došlo ke zjištění informací, díky nimž by žádost o přezkoumání rozsudku bývala byla úspěšná, byla věznici udělena pokuta ve výši $50 000. Vzhledem k nedodržení zákonných postupů bylo tomuto zařízení dočasně odebráno povolení k vykonávání trestů smrti, zbývající odsouzenci z cel smrti budou převezeni do jiných věznic. 
execution_result_illegalinnocent        Nezákonná poprava vězně jménem *N byla vykonána dle plánu v *T, a to prostřednictvím elektrického křesla za přítomnosti svědků. Jelikož nebyly dodrženy řádné postupy a *N se ve skutečnosti nedopustil zločinů, z nichž byl obviněn, byl příslušný pracovník zodpovědný za toto pochybení s okamžitou platností propuštěn. 
execution_warning_one                   Pokud příští poprava neproběhne přesně dle zákonem předepsané procedury, přijdeš o místo.
execution_warning_two                   Vzhledem k dřívějším porušením předepsaných postupů stačí už jen jedno další nedodržení příslušného protokolu a přijdeš o místo.

execution_error_MissingEquipment        CHYBA: CHYBĚJÍCÍ VYBAVENÍ\nPotřebuješ popravní místnost s elektrickým křeslem.
execution_error_ElectricalSupply        CHYBA: VÝPADEK PROUDU\nKřeslo nemá dostatečný přívod energie.
execution_error_NavigationPrisoner      CHYBA: PŘÍCHOD VĚZNĚ\nOdsouzený vězeň se nemůže dostat ze své cely do popravní místnosti.
execution_error_NoRouteFromRoad         CHYBA: CHYBĚJÍCÍ PŘÍSTUP\nLidé, kteří se potřebují dostat do popravní místnosti zvenčí, do ní nemají přístup.
execution_error_NoSpaceInRoom           CHYBA: NEDOSTATEK PROSTORU\nV popravní místnosti není dostatek místa pro všechny, kdo se popravy účastní.
execution_error_NoRoom                  Před zahájením popravy musíš přichystat popravní místnost.

roomerror_nokitchen                     Do této jídelny nelze dopravit jídlo z žádné kuchyně.
roomerror_noprisoners                   K této jídelně nebyli přiřazeni žádní vězni.
roomerror_nocanteen_cells               Z této cely se nelze dostat do žádné jídelny. Zdejší vězni nebudou mít kde jíst.
roomerror_nocanteen_kitchen             Z této kuchyně se nelze dostat do žádné jídelny. Nebudou se zde připravovat žádná jídla.


# =============================================================================
# Misc
# =============================================================================

box_contents                             Obsah: *X
stack_contents                           Obsah: *X x *Y
mail_contents                            Obsah: *X dopisů
mail_opened_from                         Dopis – *F vězně *X
mail_closed_from                         Dopis pro vězně *X

object_dump                             Odpadky
object_todo                             Úkoly: *X
object_sale_price                       Prodejní cena: *X

object_door_cyclepermissions            Kliknutím nastav přístupová oprávnění
object_door_cyclepermissions_1          (otevřeno, pouze pro zaměstnance, zavřeno)

object_firemen_hosehelp_intro           Hasiči budou zaměřovat proud vody na nedaleký oheň
object_firemen_hosehelp                 Stiskem klávesy H můžeš namířit vodu ručně

interface_clone_help_copy               Podrž pravé tlačítko myši a přetažením kurzoru označ oblast, kterou chceš naklonovat
interface_clone_help_paste              Levým tlačítkem myši zvolenou oblast zkopíruješ

object_inactive                         NEAKTIVNÍ
object_cctv_moremonitors                Nainstaluj více bezpečnostních monitorů
object_cctvmonitor_needsguards          Monitor musí ovládat strážný
object_processor_blocked                K pracovní pozici se nelze dostat

administrator_requiresoffice            Potřebuje kancelář
administrator_requiresoffice_2          *X potřebuje kancelář
office_ownership                        Kancelář (*X)

teacher_teaching                        Učí
teacher_preparing                       Připravuje se

prisoner_assignedto                     Zapotřebí: *X
prisoner_roomquality                    Kvalita cely: *X (*Y)
prisoner_roomquality_average            průměrná
prisoner_roomquality_aboveaverage       nadprůměrná
prisoner_roomquality_wayaboveaverage    výrazně nadprůměrná
prisoner_roomquality_belowaverage       podprůměrná
prisoner_roomquality_waybelowaverage    výrazně podprůměrná
prisoner_attendance                     Účast
prisoner_concentration                  Soustředění
prisoner_understanding                  Porozumění
prisoner_concentration_0                nejhorší
prisoner_concentration_1                horší
prisoner_concentration_2                odpovídající
prisoner_concentration_3                lepší
prisoner_concentration_4                nejlepší
prisoner_passchance                     Šance na úspěch: *X %
prisoner_informant                      Informátor

prisoner_dayswithoutincident            *X d. bez incidentu
prisoner_availablemoney                 Hotovost: $*X

informant_suspicion                     Podezření
informant_title                         INFORMÁTOŘI
informant_none                          Nemáš žádného informátora
informant_hint                          (Najmi vězně pod nátlakem, např. umístěné na samotce)
informant_recruitable                   (Potenciální informátor)
informant_target                        Cíl

contraband_owner                        Majitel: *X
contraband_ownerunknown                 Majitel neznámý
contraband_stolenfrom                   Ukradeno od *X před *Y hod.
contraband_smuggledthrough              Propašováno přes *X před *Y hod.
contraband_smuggledin                   Propašováno vězněm před *Y hod.
contraband_type                         Typ: *X
contraband_tradevalue_title             Hodnota
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Vyčerpání
staff_tired                             Únava
staff_needsrest                         Zaměstnanci dávají přednost odpočinku v klubovně.

dog_needskennel                         Psi potřebují psinec, ve kterém budou spát.

doctor_requireinfirmary                 Potřebuje ošetřovnu

entity_carryingequipment                Má u sebe: *X
entity_carryingkeys                     Má u sebe: vězeňské klíče
entity_carryingstaffkeys                Má u sebe: zaměstnanecký klíč
entity_wearingarmour                    Má na sobě: *X

reports_schedule                        Změnit plán všech programů
reports_edit                            Upravit plán
reports_bankloan                        Úvěr
reports_increaseloan                    Zvýšit
reports_decreaseloan                    Snížit
reports_unlockbankloans                 Ke zpřístupnění je zapotřebí účetní

drugs_heroin                            Heroin
drugs_cocaine                           Kokain

#                                       Např. „Matka – vězeň Bob“
visitor_relationship                    *Y – vězeň *X
visitor_age                             Věk: *X

family_wife                             Manželka
family_exwife                           Bývalá manželka
family_girlfriend                       Přítelkyně
family_son                              Syn
family_daughter                         Dcera
family_mother                           Matka
family_father                           Otec
family_brother                          Bratr
family_sister                           Sestra
family_lawyer                           Právník
family_priest                           Kněz
family_victims                          Rodina oběti
family_caption                          Rodina: 
family_none                             Nic

damage_dead                             Po smrti
damage_unconscious                      V bezvědomí
damage_serious                          Vážné zranění
damage_injured                          Zranění
damage_amount                           *X% poškození

message_autosaving                      Automatické ukládání...

buildtoolbar_entersearchterm            zadej hledaný řetězec...

deploymentscheduler_title               ČASOVÝ PLÁN ROZMÍSTĚNÍ
supplyanddemand_supplyheader            NABÍDKA
supplyanddemand_demandheader            POPTÁVKA

tooltip_multipleobjects                 Klávesou TAB listuj mezi objekty
remotedoor_noservo                      K otevření dálkově ovládaných dveří je nutné, aby nim byl připojený funkční servomotor.

roomgrading                             Hodnocení místnosti
roomgrading_roomsize                    Velikost místnosti alespoň *X čtverců
roomgrading_cleanliness                 Čistota nad *X %
roomgrading_outsidewindow               Okno směřující ven 
roomgrading_item                        Předmět: *X
roomgrading_result                      Stupeň *X
roomgrading_currentoccupant             Osoba má nárok na stupeň *X
roomgrading_unoccupied                  Neobsazeno

roomerror_nokitchen                     Do této jídelny nelze dopravit jídlo z žádné kuchyně.
roomerror_noprisoners                   K této jídelně nebyli přiřazeni žádní vězni.
roomerror_nocanteen_cells               Z této cely se nelze dostat do žádné jídelny. Zdejší vězni nebudou mít kde jíst.
roomerror_nocanteen_kitchen             Z této kuchyně se nelze dostat do žádné jídelny. Nebudou se zde připravovat žádná jídla.

ceos_letter                             Dobrý den,\n\n\nblahopřeji ti k dokončení základní výuky. Nyní jsi plně kvalifikovaným stavitelem věznice!  Již co nevidět budeš moci od základů navrhovat, budovat a provozovat vlastní věznice.  Ovšem než se do toho pustíš, rád bych se s tebou podělil o několik důležitých rad.\n\n1. Každá věznice potřebuje svého správce – právě on by měl být tím prvním, koho zaměstnáš.  Postav mu pěknou kancelář a on ti na oplátku v systému Správa věznice zpřístupní celou řadu dalších možností.\n\n2. Jednotlivé cely jsou drahé, především na začátku, kdy máš k dispozici jen omezené množství prostředků.  Nejprve tedy vybuduj pouze jednu velkou společnou celu, v níž může být mnoho vězňů najednou.\n\n3. Kuchyň a jídelnu uveď do provozu ještě dřív, než ti dorazí první vězni, a nezapomeň najmout několik kuchařů – nic vězně nerozčílí víc než prázdný žaludek!\n\n4. Výstavba věznice je drahá záležitost, musíš se tedy naučit efektivně využívat nabídky různých grantů a smluv, které ti mohou zajistit výrazné finanční dotace. Tyto granty najdeš na obrazovce „Hlášení“.\n\nTo je zhruba vše. Přeji hodně štěstí!\n\nVýkonný ředitel\nPrison Architects Corp.

# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Kapitola *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Cela smrti

campaignchapter_deathrow_description    Dostali jsme za úkol vybudovat v této věznici popravní místnost, aby v ní mohla proběhnout naplánovaná poprava jednoho ze zdejších vězňů.

campaigncutscene_deathrowmurder         Dvojitá vražda
campaigncutscene_deathrowconfession     Přiznání

adviser_deathrow_murder1                Věděl jsem, že vás tu přistihnu.
adviser_deathrow_murder2                Edwarde! Já...
adviser_deathrow_murder25               Nedělej to.  Prosím... ne!
adviser_deathrow_murder3                Co chceš udělat?

adviser_deathrow_church1                Mohu ti nějak pomoci?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Chceš rozhřešení?
adviser_deathrow_church3                Nevím. Musím něco udělat, nemohu žít s tím, co jsem provedl.
adviser_deathrow_church4                Musíš se jít udat. Ať už jsi udělal cokoliv, před následky svých činů neutečeš. 
adviser_deathrow_church5                Nedokážeš se podívat sám sobě do očí, dokud se nesmíříš s minulostí.
adviser_deathrow_church6                Chtěl bych to vzít zpět. Chtěl bych jí odpustit. Chtěl bych, aby odpustila ona mně.
adviser_deathrow_church7                Bůh ti odpustí, ať už jsi učinil cokoliv, pokud jej o to požádáš. 
adviser_deathrow_church8                Nejprve se ovšem musíš za svůj zločin zodpovědět v očích zákona.  Jinak to nejde.

adviser_deathrowintro_1                 Tohle je vážná věc.
adviser_deathrowintro_2                 Jeden ze zdejších vězňů byl usvědčen z dvojnásobné vraždy a odsouzen k trestu smrti.  
adviser_deathrowintro_3                 Zde přicházíme ke slovu my. Dostali jsme za úkol postavit popravní místnost – a to co nejrychleji, aby se stihl naplánovaný termín.
adviser_deathrowintrob_1                Příslušné zařízení vybudujeme tady.
adviser_deathrowintrob_2                Prvním krokem při každém podobném úkolu je postavit budovu jako takovou, v níž bude dostatek místa na popravní místnost a celu.
adviser_deathrowintrob_3                Tak pojďme na to.  Zde postav novou budovu.

adviser_deathrow_explain1               Výstavbu budov mají na starost tví dělníci.
adviser_deathrow_explain2               Vezmou ocel a beton z tohoto skladiště a odnesou je na staveniště.
adviser_deathrow_explain3               Z těchto materiálů vytvoří základy a kostru nové budovy.
adviser_deathrow_explain4               To je nejpomalejší část celé výstavby, takže si rozšiřování svého komplexu vždy naplánuj dopředu.
adviser_deathrow_explain5               Během čekání se můžeš porozhlédnout kolem.  Klávesami WASD nebo šipkami pohybuješ kamerou, kolečkem myši oddaluješ a přibližuješ pohled.

objective_deathrow_building             Postav budovu, ve které se bude nacházet popravní místnost

adviser_deathrow_buildinside1           Nová budova bude samozřejmě také potřebovat vchod.
adviser_deathrow_buildinside2           Umísti do jižní zdi velké vězeňské dveře.

objective_deathrow_buildouterdoor       Umísti velké vězeňské dveře a vytvoř tak vchod

adviser_deathrow_internalwalls1          Uvnitř budovy chci mít celu a popravní místnost.
adviser_deathrow_internalwalls2          Rozděl zdejší prostor pomocí cihlových zdí.

objective_deathrow_buildinternalwalls   Postav vnitřní zdi

adviser_deathrow_internaldoors1          Nyní do těchto rozdělujících zdí osaď velké vězeňské dveře.
adviser_deathrow_internaldoors2          Objekt můžeš před umístěním otočit kliknutím prostředního tlačítka myši (nebo stiskem klávesy R).

objective_deathrow_buildinternaldoors   Osaď vnitřní dveře (objekt otočíš prostředním tlačítkem myši nebo klávesou R)

adviser_deathrow_designation1           Vypadá to dobře.  Teď musíme určit, která místnost bude sloužit jakému účelu.
adviser_deathrow_designation2           Menší oblast označ jako celu, v ní bude odsouzenec žít.
adviser_deathrow_designation3           Větší místnost následně vyznač jako popravní místnost.

objective_deathrow_designatecell        Vyznač celu
objective_deathrow_designateexecution   Vyznač popravní místnost

adviser_deathrow_roomrequirements1      Aby mohly tyto místnosti sloužit svému účelu, musí splňovat určité požadavky.  
adviser_deathrow_roomrequirements2      Cela potřebuje postel a záchod.
adviser_deathrow_roomrequirements3      V popravní místnosti se musí nacházet elektrické křeslo.

objective_deathrow_cellobjects1         Umísti postel
objective_deathrow_cellobjects2         Umísti záchod
objective_deathrow_executionobjects     Umísti elektrické křeslo

adviser_deathrow_optional1              Tím bychom měli to nejpodstatnější.  Můžeme však provést ještě řadu dalších vylepšení.
adviser_deathrow_optional2              Povinné to ovšem není, takže to nechám na tobě.  Záleží na tom, jak moc ti leží na srdci blaho vězňů a prostředí, ve které žijí.
adviser_deathrow_optional3              Do cely například můžeš umístit okno směřující ven a poličku na knihy.  
adviser_deathrow_optional4              A budově jako takové by neuškodila dřevěná podlaha nebo mozaiková dlažba.
adviser_deathrow_optional5              Venku by mohlo být několik světel a chodník, pokud to uznáš za vhodné.

adviser_deathrow_transfer05             Toto je ten muž, o kterém byla řeč – Edward Romsey.  Ačkoliv se to nezdá, býval to učitel.
adviser_deathrow_transfer06             Není na nás rozhodovat, zda si svůj trest zasloužil.  Spravedlnost svůj verdikt už vynesla.  My jen musíme odvést svou práci.
adviser_deathrow_transfer1              Až budeš mít pocit, že je nová budova připravena k využití, můžeš přestěhovat vězně do jeho nové cely.
adviser_deathrow_transfer2              Přestěhování vězně spustíš kliknutím na fotografii v jeho cele.

objective_deathrow_path                 (NEPOVINNÉ) Postav chodník vedoucí k nové budově
objective_deathrow_window               (NEPOVINNÉ) Přidej do cely okno
objective_deathrow_bookshelf            (NEPOVINNÉ) Přidej do cely knihovnu
objective_deathrow_flooring             (NEPOVINNÉ) Polož novou podlahu z kvalitnějšího materiálu
objective_deathrow_outerlights          (NEPOVINNÉ) Rozmísti kolem budovy venkovní osvětlení
objective_deathrow_transferinmate       Až bude vše připraveno, aktivuj přesun vězně kliknutím na fotografii v Edwardově cele.

adviser_deathrow_setupmurder1           Tenhle chlap si nezaslouží jedinou slzu.  Je to chladnokrevný vrah, o jeho vině není pochyb. 
adviser_deathrow_setupmurder2           Dokonce se i přiznal.  Chcete slyšet, co udělal?  
adviser_deathrow_setupmurder3           Je to vážně síla.  „Bylo zhruba 11 hodin večer.  Svítilo se tam.  Věděl jsem, že je doma...“
adviser_deathrow_postmurder1            Jak říkám, chladnokrevný vrah.
adviser_deathrow_postmurder2            Tady není vůbec co řešit.  Zaslouží si každý volt, co mu pustíme do těla.
adviser_deathrow_postmurder3            Všichni si zaslouží odpuštění, dokonce i on. Opravdu si jste tak skálopevně jistý, že byste neváhal vynést takový nezvratný rozsudek?
adviser_deathrow_postmurder4            Přistihnout manželku v posteli s jiným mužem není žádnou omluvou pro to, co udělal. 
adviser_deathrow_postmurder5            A on tam šel s nabitou zbraní a věděl, že je tam najde spolu. To je dvojitá úkladná vražda.
adviser_deathrow_postmurder6            Při vyšetřování ale plně spolupracoval. Stát z něj chce jen udělat odstrašující příklad. 
adviser_deathrow_postmurder7            Kdyby se stejného činu dopustil o 100 mil na sever odsud, čekalo by ho doživotní vězení. Jaká je v tom spravedlnost?
adviser_deathrow_postmurder8            Chcete snad, aby někdo jako on pobíhal na svobodě? Můj spánek bude zase o něco klidnější, když budu vědět, že je po něm.
           

adviser_deathrowelectricity_1           Zatím si vedeš výborně.
adviser_deathrowelectricity_2           Máme ovšem problém – popravní místnost zatím nefunguje, protože není napojená na rozvod energie.
adviser_deathrowelectricity_3           Musíme do ní přivést elektřinu.

adviser_deathrowelectricityb_1          Nyní se na věznici díváme v režimu Rozvody, který nám ukazuje veškeré elektrické vedení v celé věznici. 
adviser_deathrowelectricityb_2          Každá budova v areálu je propojena těmito tlustými kabely s rozvodnou sítí.  
adviser_deathrowelectricityb_3          Energii zajišťuje tato trafostanice, která je napojena na síť vysokého napětí.
adviser_deathrowelectricityb_4          Jak vidíš, celé toto křídlo věznice je bez proudu.  Nesvítí v něm ani jedno světlo.
adviser_deathrowelectricityb_4b         Abychom mohli tento problém opravit, musíme se nejprve přepnout do režimu Rozvody. Tím zjistíme, proč světla nefungují.
adviser_deathrowelectricityb_5          Nejbližší kabely elektrického vedení jsou příliš daleko, naši dělníci tedy nemohou dokončit elektroinstalační práce.
adviser_deathrowelectricityb_6          Doveď kabely až do tohoto křídla věznice.

objective_deathrow_cellpower            Napoj místnosti na rozvod elektřiny

adviser_deathrow_connectchair_1         Světla nejsou to jediné, co potřebuje proud.  Tvé nové elektrické křeslo se bez něj také neobejde.
adviser_deathrow_connectchair_2         Napoj popravní místnost elektrickým kabelem na energetickou síť.
adviser_deathrow_connectchair_3         Elektrické křeslo samo o sobě je hodně specifický kus zařízení.  Ke svému chodu potřebuje vlastní napájení. Musíš jej tedy napojit přímo hlavním kabelem.

objective_deathrow_chairpower           Napoj elektrické křeslo na rozvod energie
objective_deathrow_condemnedcellpower   Napoj celu na rozvod elektřiny

adviser_deathrow_testchair_1            Myslím, že jsme skoro hotovi.  Než ovšem popravní místnost použijeme, měli bychom ji alespoň jednou ozkoušet.
adviser_deathrow_testchair_2            Nyní křeslo na několik sekund zapnu a uvidíme, jestli je vše v pořádku.
adviser_deathrow_testchair_3            Tak to se nepodařilo.  Jak se zdá, přetížili jsme síť a vyhodili pojistky u trafostanice.  Celé vězení je bez proudu.
adviser_deathrow_testchair_4            Budeme muset zvýšit kapacitu stanice, aby ustála nápor, který způsobí zapojení elektrického křesla.
adviser_deathrow_testchair_5            First, we need to turn the power back on.   Musíme udělat dvě věci.
adviser_deathrow_testchair_5b           Nejprve trafostanici opět zapni – klikni na ni a v kontextové nabídce pak vyber možnost Zapnout.
adviser_deathrow_testchair_6            Poté k ní připoj tři další kondenzátory. Tím se zvýší její kapacita natolik, aby elektrické křeslo už podruhé pojistky nevyhodilo.
adviser_deathrow_testchair_7            Následně elektrické křeslo znovu otestuj tím, že na něj klikneš a v kontextové nabídce vybereš možnost Zapnout.

objective_deathrow_poweron              Zapni trafostanici (klikni na trafostanici a v kontextové nabídce vyber možnost Zapnout)
objective_deathrow_expandpower          Připoj k trafostanici tři nové kondenzátory
objective_deathrow_chairworking         Ozkoušej znovu křeslo (klikni na něj a vyber možnost Zapnout)

adviser_deathrow_execution_1            Výborně.  Myslím, že tady jsme hotovi.
adviser_deathrow_execution_2            Co se stane teď, to už je mimo naše kompetence.  Odvedli jsme dobrou práci a to je to jediné, co se od nás očekává.
adviser_deathrow_execution_3            Je-li to možné, tak s tím, co bude dál, se moc netrap.  

adviser_deathrow_setupexecution1        Edwarde, už je čas. 
adviser_deathrow_setupexecution2        Udělal jsi správnou věc, i když na tomto světě odpuštění nedojdeš.
adviser_deathrow_setupexecution3        Už brzy ovšem staneš před tváří Boží a bude to on, kdo nad tebou vynese poslední soud.

adviser_deathrow_setupexecution4        Edwarde Romsey.  Byl jste shledán vinným z dvojnásobné vraždy prvního stupně.
adviser_deathrow_setupexecution5        Vaším trestem je smrt.  
adviser_deathrow_setupexecution6        Chcete ještě něco říct?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        Je mi to líto.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Prodat předchozí věznici
finance_cost_equiptazer                 Vybavení: tazer
finance_cost_equipbodyarmour            Vybavení: neprůstřelná vesta
finance_cost_exports                    Expedice
finance_cost_foundations                Základy budov
finance_cost_cashflow                   Cashflow
finance_cost_bankloan                   Úvěr
finance_cost_bankloan_repayment         Splátka úvěru
finance_cost_sharesale                  Prodej akcií
finance_cost_sharepurchase              Nákup akcií
finance_cost_grantadvance               Úvodní platba z grantu
finance_cost_grantcompletion            Odměna za splnění podmínek grantu
finance_cost_reformprogram              Sezení nápravného programu
finance_cost_repair                     Opravit
finance_cost_sellobject                 Prodat objekt
finance_cost_landpurchase               Zakoupení pozemku
finance_cost_prisonerintake             Příjem vězňů
finance_cost_grantcancellation          Poplatek za zrušení:
finance_cost_grantrefund                 - Vrácená částka: *X
finance_cost_grantfine                   - Pokuta: *X
finance_cost_executionfine              Pokuta za nesprávně provedenou popravu
finance_cost_executioncompensation      Kompenzace za popravu
finance_cost_shopintake                 Příjmy z obchodu
finance_cost_prisonerwages              Platy vězňů 
finance_cost_fine                       Pokuta


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                dop.
clock_pm                                odp.

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Kvůli náhlé energetické špičce se přetížila a shořela trafostanice.
event_powerstationfire_x                Kvůli náhlé energetické špičce došlo ke katastrofickému přetížení trafostanice, která následně vybuchla!
event_powerstationfirelarge             Kvůli náhlé energetické špičce se přetížila a shořela trafostanice.
event_powerstationfirelarge_x           Kvůli náhlé energetické špičce došlo ke katastrofickému přetížení trafostanice, která následně vybuchla!
event_kitchenfire                       V kuchyni propukl požár!
event_waterpipeburst                    Prasklo vodovodní potrubí a voda zaplavila celé okolí. Dej vše do pořádku dřív, než dojde k nenapravitelným škodám.
event_bulkintake                        V nedaleké věznici došlo k havárii, která ji celou vyřadila z provozu. Není jiné řešení, než převézt všechny tamní vězně sem, protože v celém okolí není žádné jiné vhodné zařízení. Budou tu co nevidět.
event_workshopaccident                  Při práci v dílně se jeden z vězňů vážně zranil a nemůže se hýbat. Pošli tam rychle doktora!
event_subsidence                        Sesun půdy zničil část naší obvodové zdi. Musíš ji nechat okamžitě opravit! 
event_earthquake                        Došlo k zemětřesení, jehož epicentrum se nacházelo jen kousek od naší věznice. Část budov se zřítila! 
event_virus                             Množí se hlášení o nemocných vězních. Nejlepší bude, když nakažené chovance oddělíme od ostatních a umístíme je do karantény, aby se infekce dál nešířila. 
event_virus_x                           Množí se hlášení o nemocných vězních, jejich symptomy jsou velice vážné. Umísti je do karantény a pusť se do jejich léčby dřív, než se nakazí i ostatní. 

event_massassassination_1               Na veřejnost unikly informace o identitách celé řady svědků, kteří spolupracují s úřady v jednom závažném federálním případu. Několik z nich se nachází v naší věznici.
event_massassassination_2               Na jejich hlavy byla vypsána odměna, my je však potřebujeme udržet naživu. Musíš vězně identifikovat a ochránit do doby soudního přelíčení.
event_massassassination_3_x             Dozvěděli jsme se to až na poslední chvíli, takže nemáš moc času, než se to všechno rozkřikne. 

event_tvremovaldemand_1                 Média spustila tažení proti luxusu, který našim vězňům poskytujeme, a můj úřad se tak ocitl pod palbou veřejné kritiky.
event_tvremovaldemand_2                 Vydal jsem nařízení, které věznicím zakazuje umisťovat do společenských místností televize. Pokud je neodstraníš, čeká tě pokuta. Máš na to 6 hodin.
event_tvremovaldemand_fine              Ze společných místností nebyly odstraněny všechny televize, ačkoliv mé nařízení v tomto směru hovoří jasně. Musíš zaplatit pokutu. A dokud příkaz nesplníš, budou následovat další tresty. 
event_tvremovaldemand_complete          Média si našla jiné téma, takže nařízení zakazující televize ve společenských místnostech opět ruším. Pokud chceš, můžeš je znovu nainstalovat.

event_weightsremovaldemand_1            Média spustila tažení proti luxusu, který našim vězňům poskytujeme, a můj úřad se tak ocitl pod palbou veřejné kritiky.
event_weightsremovaldemand_2            Vydal jsem nařízení, které věznicím zakazuje umisťovat na dvory posilovací vybavení. Pokud tedy ze dvorů neodstraníš posilovací lavice, čeká tě pokuta. Máš na to 6 hodin.
event_weightsremovaldemand_fine         Ze dvorů nebyly odstraněny všechny posilovací lavice, ačkoliv mé nařízení v tomto směru hovoří jasně. Musíš zaplatit pokutu. A dokud příkaz nesplníš, budou následovat další tresty. 
event_weightsremovaldemand_complete     Média si našla jiné téma, takže nařízení zakazující posilovací lavice na dvorech opět ruším. Pokud chceš, můžeš je znovu nainstalovat.

event_lessfooddemand_1                  Vedení se rozhodlo provést v našich zařízeních řadu úsporných opatření, tvoje věznice není výjimkou.
event_lessfooddemand_2                  Musíš snížit četnost a rozmanitost jídel na nízkou úroveň a uvidíme, jaký to bude mít vliv na celkový rozpočet.
event_lessfooddemand_fine               Jelikož se tvá věznice nezapojila do omezování výdajů na jídlo, odebereme potenciální úspory přímo z tvého účtu. Budeme v tom pokračovat tak dlouho, dokud neuděláš, co jsme po tobě chtěli.
event_lessfooddemand_complete           Experiment s výdaji na stravování skončil a jeho výsledky nejsou nijak přesvědčivé. Pokud chceš, můžeš zásady své věznice vrátit do původní podoby.

event_removevisitationdemand_1          V jedné věznici došlo k incidentu, jenž poukázal na potenciální problémy s bezpečnostními prohlídkami při návštěvách rodinných příslušníků.
event_removevisitationdemand_2          Veškeré návštěvy jsou tímto zakázány do doby, než prověříme všechny používané procedury. Máš 12 hodin na odstranění všech návštěvních místností ze své věznice.
event_removevisitationdemand_fine       Ve své věznici máš i nadále návštěvní místnosti, a to bez ohledu na aktuální bezpečnostní rizika. Musíš zaplatit pokutu. A dokud náš příkaz nesplníš, budou následovat další tresty. 
