
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              새로시작
reform_program_properties_practical             실용적
reform_program_properties_repeatable            반복적
reform_program_properties_passive               수동적
reform_program_properties_staffonly             직원 전용
reform_program_properties_outsideofwork         일과중 실외활동
reform_program_properties_teacherssit           선생님 자리
reform_program_properties_canescortstudent      교도관이 학생을 호송할 수 있음

reform_program_waittime                         *T일에 한 번만 가능

reform_program_difficulty_easy           - 쉬움
reform_program_difficulty_intermediate   - 중간
reform_program_difficulty_advanced       - 고급
reform_program_difficulty_expert         - 전문

regime_nothing                          감금
regime_sleep                            취침
regime_eat                              식사
regime_shower                           샤워실
regime_yard                             운동장
regime_work                             노역
regime_lockdown                         전체잠금
regime_freetime                         자유시간
regime_currenttime                      지금
regime_unspecified                      특정되지 않음

regimetooltip_nothing                   죄수들을 감방에 가둡니다. 감방에서 아무 것도 하지 않지만 교도소에 왜 오게 되었는지를 반성할 것입니다.\n\n장기간 가두는 것은 처벌로 간주됩니다.
regimetooltip_sleep                     죄수들을 감방에 가두고 불을 끕니다. 모두 잠에 듭니다.\n\n땅굴을 파는 죄수들은 빼고요.
regimetooltip_eat                       죄수들이 가장 가까운 접근 가능한 식당에 가서 식사를 합니다.\n\n식당에 있는 모든 시설을 이용할 수 있지만 이 시간 동안에는 식당을 나갈 수 없습니다.
regimetooltip_shower                    죄수들이 옷을 벗고 샤워를 합니다. 샤워는 죄수 위생에 매우 중요하지만 많은 죄수들은 시키지 않으면 하지 않습니다.
regimetooltip_yard                      죄수들이 감방에서 운동장으로 나가 운동을 하거나 햇빛을 쬐거나 신선한 공기를 마십니다.\n\n죄수들은 운동장에 있는 모든 시설을 사용합니다. 예를 들어 전화기를 쓰거나 운동기구를 쓰거나 샤워를 합니다.
regimetooltip_work                      죄수들이 교도소 내에서 노역을 합니다. 모든 일자리가 채워지고 죄수들이 자동으로 자기 위치를 보고합니다.(배치 화면에서 일자리를 지정할 수 있습니다.)\n\n모든 교정 프로그램도 노역 시간에 이루어집니다. 일이 없거나 교정 교육에 배정되지 않은 죄수는 자유시간처럼 교도소를 돌아다닙니다.
regimetooltip_freetime                  죄수들이 감방에서 나와 교도소의 모든 시설을 이용할 수 있습니다. 죄수들은 이 시간을 가장 좋아하며 자기에게 가장 필요한 것을 합니다.\n\n긴 휴식시간은 죄수들을 편하게 해주지만 처벌의 의미가 약합니다.

regime_clear                            이 범주의 죄수 일정을 삭제하고 다른 범주의 죄수 일정으로 대체합니다

schedule_editor_students                학생: *X/*Y
schedule_editor_error_staffonly         목표한 방은 직원 전용입니다.
schedule_editor_error_noregimetime      프로그램이 유효한 작업시간 외에 있습니다.
schedule_editor_error_noteachers        이 프로그램을 진행할 선생님이 없습니다.
schedule_editor_error_noobjects         이 프로그램에 필요한 물품이 방에 없습니다.
schedule_editor_pin                     이 프로그램에 여기에 고정합니다.
schedule_editor_unpin                   이 프로그램을 고정 해제합니다.

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         문 타이머 조종
doortimer_connected_servos              연결된 개폐기 *X대 
doortimer_state_open                    열기
doortimer_state_closed                  닫힘

doortimer_security_none                 모든 보안 등급
doortimer_security_minsec               저위험도
doortimer_security_normal               중위험도
doortimer_security_maxsec               고위험도
doortimer_security_Protected            보호감호
doortimer_security_SuperMax             초고위험도
doortimer_security_DeathRow             사형수


# =============================================================================
# Execution
# =============================================================================

execution_stage_Start                   사형집행 시작
execution_stage_Lockdown                교도소 전체 잠금
execution_stage_Testing                 사형시설 점검
execution_stage_Assemble                사형집행 필수인원 소집
execution_stage_Witnesses               사형시설로 증인 호송
execution_stage_Escort                  사형시설로 죄수 호송
execution_stage_Execution               사형집행
execution_stage_Dismissed               직원과 증인 해산하기
execution_stage_FinalReport             최종 보고서

execution_stagetooltip_start            이 죄수에 대한 사형집행이 계획되었으며 공식 집행 절차에 따라야합니다.
execution_stagetooltip_lockdown         모든 죄수를 자기 감방으로 보내고 교도소를 잠급니다.
execution_stagetooltip_testing          모든 것이 작동하는지 최종 점검합니다. 전기의자에 공급할 전기가 충분한지 검사합니다. 죄수의 마지막 길을 설정해야 하며, 죄수가 사형집행실까지 직접 걸어갈 수 있어야 합니다.
execution_stagetooltip_assemble         교도소장과 교도대장이 사형수의 감방으로 갑니다. 그리고 신부 또는 사형수가 선택한 성직자가 그의 감방에 찾아와 마지막 기도를 드려야 합니다.
execution_stagetooltip_witnesses        사형집행 증인이 교도소에 도착해 사형시설로 갑니다. 증인에는 사형수의 가족이나 피해자의 가족이 포함될 수 있습니다.\n\n참고: 증인에게는 의자가 필요합니다.
execution_stagetooltip_escort           사형수가 감방에서 나와 사형집행 시설로 호송됩니다. 교도소장과 교도대장, 신부가 동행합니다.
execution_stagetooltip_execution        모두가 참석하고 모든 절차를 완료한 뒤, 사형을 집행하기 위한 최종 승인이 떨어집니다.
execution_stagetooltip_dismissed        직원과 증인을 해산시키고 사형집행실에서 나갈 수 있게 합니다.
execution_stagetooltip_finalreport      사형이 완료되면 보고서를 작성합니다. 실적 등급이 매겨집니다.

execution_underway                      사형집행 중
execution_result_ok                     *N에 대한 사형집행이 예정된 대로 *T에 증인 입회 하에 전기의자에 의해 시행되었습니다. 본 기관이 사형집행 과정에서 맡은 바를 해냈으므로 표준 보상금 $10,000가 지급됩니다.
execution_result_appealed               *N에 대한 사형집행이 예정된 대로 *T에 증인 입회 하에 전기의자에 의해 시행되었습니다. 유감스럽게도 그 후에 새로운 정보가 밝혀졌고, 그 사실이 그의 감형을 위한 재심 청구에 영향을 미쳤습니다. 그럼에도 불구하고 본 기관에 대해 아무런 조치도 취해지지 않을 것이며, 사형집행 과정에서 맡은 바를 해냈으므로 표준 보상금 $10,000가 지급될 것입니다.
execution_result_innocent               *N에 대한 사형집행이 예정된 대로 *T에 증인 입회 하에 전기의자에 의해 시행되었습니다. 유감스럽게도 그 후에 *N의 무죄를 밝혀 줄 증거가 발견되었습니다. 그럼에도 불구하고 본 기관에 대해 아무런 조치도 취해지지 않을 것이며, 사형집행 과정에서 맡은 바를 해냈으므로 표준 보상금 $10,000가 지급될 것입니다.
execution_result_illegal                *N에 대한 사형집행이 예정된 대로 *T에 증인 입회 하에 전기의자에 의해 시행되었습니다. 법적으로 요구되는 재심 청구 절차를 따르지 않았고 궁극적으로 재심 청구를 성공으로 이끌었을 정보가 발견되었으므로 본 기관에는 $50,000의 벌금이 처해집니다. 적절한 절차를 따르지 않았으므로 사형집행은 다음으로 연기되며 교도소 내의 나머지 사형수들은 다른 시설로 이감될 것입니다.
execution_result_illegalinnocent        *N에 대한 불법적인 사형집행이 예정된 대로 *T에 증인 입회 하에 전기의자에 의해 시행되었습니다. 법적으로 요구되는 재심 청구 절차를 따르지 않았고 *N에 대한 범죄 혐의가 무죄였다는 사실로 인해, 본 시설의 관리자는 즉시 그 직위에서 해임됩니다.
execution_warning_one                   다음 사형집행도 올바른 절차를 밟지 않는다면 당신은 그 직위에서 해고될 것입니다.
execution_warning_two                   이전의 합법적인 절차를 밟지 않았던 실수로 인해 한 번만 더 실수하면 당신은 해고됩니다.

execution_error_MissingEquipment        실패: 필요 장비가 없음\n사형집행실에 전기 의자가 있어야 합니다.
execution_error_ElectricalSupply        실패: 전력 부족\n의자에 공급될 전기가 부족합니다.
execution_error_NavigationPrisoner      실패: 죄수 이동\n사형수가 걸어서 감방에서 사형집행실로 이동할 수 없습니다.
execution_error_NoRouteFromRoad         실패: 접근 불가\n밖에서 사형집행을 보러 온 사람들이 시설에 접근할 수 없습니다.
execution_error_NoSpaceInRoom           실패: 자리 없음\n시설에 사람들이 참석할만한 공간이 없습니다.
execution_error_NoRoom                  사형을 집행하기 전에 집행할 시설이 있어야 합니다.

roomerror_nokitchen                     이 식당에 음식을 보내줄 수 있는 주방이 없습니다
roomerror_noprisoners                   이 식당에서 음식을 먹도록 배정된 죄수가 없습니다
roomerror_nocanteen_cells               이 감방에서 갈 수 있는 식당이 없습니다. 이 감방에 있는 죄수는 먹으러 갈 곳이 없습니다.
roomerror_nocanteen_kitchen             이 주방에서 갈 수 있는 식당이 없습니다. 조리시간에 아무 요리도 만들지 않을 것입니다.


# =============================================================================
# Misc
# =============================================================================

box_contents                             내용물: *X
stack_contents                           내용물: *X x *Y
mail_contents                            내용물: *X 우편물
mail_opened_from                         *X의 *F로부터 온 우편물
mail_closed_from                         *X에게 온 우편물

object_dump                             쓰레기
object_todo                             할일: *X
object_sale_price                       판매 가격: *X

object_door_cyclepermissions            클릭해서 접근 권한을 순환합니다
object_door_cyclepermissions_1          (열림, 직원 전용, 닫힘)

object_firemen_hosehelp_intro           소방관이 화재 근처에 호스를 조준합니다
object_firemen_hosehelp                 H를 눌러 호스를 수동으로 조종합니다

interface_clone_help_copy               마우스 오른쪽 버튼을 누른 채 드래그해서 복재하려는 영역을 선택합니다
interface_clone_help_paste              마우스 왼쪽 버튼을 클릭해서 선택된 영역을 복재합니다

object_inactive                         작동정지
object_cctv_moremonitors                더 많은 CCTV 모니터를 설치하세요
object_cctvmonitor_needsguards          모니터를 작동할 교도관이 필요합니다
object_processor_blocked                작동 위치에 접근할 수 없음

administrator_requiresoffice            사무실 필요
administrator_requiresoffice_2          *X의 사무실 필요
office_ownership                        *X의 사무실

teacher_teaching                        강의중
teacher_preparing                       준비중

prisoner_assignedto                     필요: *X
prisoner_roomquality                    감방 수준: *X (*Y)
prisoner_roomquality_average            평범함
prisoner_roomquality_aboveaverage       좋음
prisoner_roomquality_wayaboveaverage    아주 좋음
prisoner_roomquality_belowaverage       낮음
prisoner_roomquality_waybelowaverage    아주 낮음
prisoner_attendance                     출석
prisoner_concentration                  집중도
prisoner_understanding                  이해도
prisoner_concentration_0                형편없음
prisoner_concentration_1                나쁨
prisoner_concentration_2                적당
prisoner_concentration_3                좋음
prisoner_concentration_4                우수함
prisoner_passchance                     성공 가능성: *X%
prisoner_informant                      비밀 정보원

prisoner_dayswithoutincident            무사고 *X일
prisoner_availablemoney                 현금 : $*X

informant_suspicion                     혐의
informant_title                         비밀 정보원
informant_none                          비밀 정보원이 없습니다
informant_hint                          (감금된 죄수를 고용하세요 - 독방에 있는 죄수 등)
informant_recruitable                   (잠재적 정보원)
informant_target                        목표

contraband_owner                        소유자: *X
contraband_ownerunknown                 소유자 모름
contraband_stolenfrom                   *Y시간 전 *X 에서 훔침
contraband_smuggledthrough              *Y시간 전 *X을(를) 통해 반입
contraband_smuggledin                   *Y시간 전 죄수가 반입
contraband_type                         종류: *X
contraband_tradevalue_title             거래 가격
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         탈진
staff_tired                             지침
staff_needsrest                         직원이 직원휴게소에서 쉬어야 합니다.

dog_needskennel                         경비견은 잠을 잘 사육장이 필요합니다.

doctor_requireinfirmary                 의무실 필요

entity_carryingequipment                *X 소지
entity_carryingkeys                     철창문 열쇠 소지
entity_carryingstaffkeys                직원문 열쇠 소지
entity_wearingarmour                    *X 착용

reports_schedule                        모든 프로그램 일정 재조정
reports_edit                            일정 편집
reports_bankloan                        은행 대출
reports_increaseloan                    증가
reports_decreaseloan                    축소
reports_unlockbankloans                 회계사가 잠금해제

drugs_heroin                            헤로인
drugs_cocaine                           코카인

#                                       예를 들어 "밥의 어머니"
visitor_relationship                    *X의 *Y
visitor_age                             나이: *X

family_wife                             아내
family_exwife                           전 아내
family_girlfriend                       여자 친구
family_son                              아들
family_daughter                         딸
family_mother                           어머니
family_father                           아버지
family_brother                          형제
family_sister                           여자 형제
family_lawyer                           변호사
family_priest                           신부
family_victims                          피해자의 가족
family_caption                          가족: 
family_none                             없음

damage_dead                             사망
damage_unconscious                      의식없음
damage_serious                          중상
damage_injured                          부상
damage_amount                           *X% 파손

message_autosaving                      자동 저장 중...

buildtoolbar_entersearchterm            찾을 단어 입력...

deploymentscheduler_title               배치 일정
supplyanddemand_supplyheader            공급
supplyanddemand_demandheader            수요

tooltip_multipleobjects                 탭을 눌러 표시할 물건 변경
remotedoor_noservo                      원격조종 문은 개폐기가 부착되지 않으면 작동하지 않습니다.

roomgrading                             방 평가
roomgrading_roomsize                    방은 최소 *X평 필요
roomgrading_cleanliness                 청결도 *X% 이상
roomgrading_outsidewindow               바깥쪽 창문
roomgrading_item                        물건 : *X
roomgrading_result                      등급 *X
roomgrading_currentoccupant             입주자의 평가 *X
roomgrading_unoccupied                  입주자 없음

roomerror_nokitchen                     이 식당에 음식을 보내줄 수 있는 주방이 없습니다
roomerror_noprisoners                   이 식당에서 음식을 먹도록 배정된 죄수가 없습니다
roomerror_nocanteen_cells               이 감방에서 갈 수 있는 식당이 없습니다. 이 감방에 있는 죄수는 먹으러 갈 곳이 없습니다.
roomerror_nocanteen_kitchen             이 주방에서 갈 수 있는 식당이 없습니다. 조리시간에 아무 요리도 만들지 않을 것입니다.

ceos_letter                             안녕하세요.\n\n\n오리엔테이션을 마친 것을 축하합니다. 이제 당신은 완전히 자격을 갖춘 교도소 건축가입니다! 당신은 빈 공터와 벽돌 몇 무더기로 교도소를 설계하고 건축하고 운영해야 합니다. 시작하기 전에 당신에게 중요한 몇 가지 사실을 알려주려고 합니다.\n\n1. 모든 교도소에는 교도소장이 필요합니다. 가장 먼저 고용해야 할 사람입니다. 교도소장에게 멋진 사무실을 지어주면 그가 업무결재시스템을 통해 고급 시설과 기능들을 사용 가능하게 할 것입니다.\n\n2. 개인별 감방은 비용이 많이 듭니다. 특히 자금이 충분하지 못한 초기에는 더욱 그렇습니다. 여러 죄수들이 함께 사용할 수 있는 커다란 유치장 하나로 시작해서 돈을 절약하세요.\n\n3. 첫 번째 죄수들이 들이닥치기 전에 식당과 주방을 건축하고, 요리사를 고용하세요. 배고픔은 죄수들을 포악하게 만듭니다!\n\n4. 교도소 건설과 운영은 큰 돈이 들어가는 사업입니다. 그러니 보조금과 계약을 통해 많은 돈을 조달하는데 능숙해야 합니다. '보고서' 화면을 통해 보조금에 접근할 수 있습니다.\n\n알려드릴 것은 이게 다입니다. 행운을 빕니다!\n\n프리즌 아키텍처 공사\nCEO 드림

# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			챕터 *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                사형수

campaignchapter_deathrow_description    예정된 사형수 사형집행이 제때 이루어지도록 교도소에 사형집행실을 짓기로 계약했습니다.

campaigncutscene_deathrowmurder         두 명을 살해한 살인범
campaigncutscene_deathrowconfession     고백

adviser_deathrow_murder1                너희 둘이 여기 있을 줄 알았어.
adviser_deathrow_murder2                에드워드! 저는...
adviser_deathrow_murder25               아니 필요 없어… 됐어.
adviser_deathrow_murder3                어떻게 하려는 거예요?

adviser_deathrow_church1                어떻게 오셨소?
adviser_deathrow_church15               ...
adviser_deathrow_church2                용서를 구하시오?
adviser_deathrow_church3                모르겠어요. 뭔가 해야하지만, 제가 저지른 일 때문에 살아 갈 수가 없어요.
adviser_deathrow_church4                자수하시오. 당신이 무슨 일을 저질렀건 그 결과를 피할 수는 없소. 
adviser_deathrow_church5                자신의 과거와 대면하지 않고서 스스로를 용납할 수 없는 것이오.
adviser_deathrow_church6                돌아가고 싶어요. 그녀를 용서하고 싶고, 또 그녀에게 용서받고 싶어요.
adviser_deathrow_church7                신에게 용서를 구하면, 당신이 무엇을 했건 용서해줄 것이오.
adviser_deathrow_church8                하지만 법적인 측면에서 당신이 저지른 범죄에 책임을 져야하오. 다른 길은 없소.

adviser_deathrowintro_1                 좀 까다로운 일이 있소.
adviser_deathrowintro_2                 이 시설에 두 명을 살해하고 사형을 선고받은 죄수가 구금되어 있소.
adviser_deathrowintro_3                 우리가 해야 할 일이 있는데. 그 자를 위해 큰일을 치룰 사형집행실을 짓기로 계약을 했소.
adviser_deathrowintrob_1                여기에 새 시설을 지었으면 좋겠소.
adviser_deathrowintrob_2                모든 일의 첫 단계는 건물을 짓는 것이오.  사형집행실과 유치장이 들어갈 수 있어야 하오.
adviser_deathrowintrob_3                그럼 시작합시다. 여기에 새 건물을 지어보시오.

adviser_deathrow_explain1               건물을 짓는 것은 인부들이 할 것이오.
adviser_deathrow_explain2               그들이 이 창고에서 철근과 콘크리트를 가지고 건설장소로 갈 것이오.
adviser_deathrow_explain3               그들이 이 자재를 가지고 건물의 기초와 틀을 세울 것이오.
adviser_deathrow_explain4               새 건물을 세울 때 이것이 가장 오래 걸리는 부분이니 미리 계획을 세우시오.
adviser_deathrow_explain5               기다리는 동안 주위를 둘러보시오. WASD 키나 화살표 키로 이동하고 마우스 휠로 확대 축소할 수 있소.

objective_deathrow_building             사형집행 시설을 수용할 건물 건축

adviser_deathrow_buildinside1           새 사형집행 시설에 들어갈 입구도 필요하오.
adviser_deathrow_buildinside2           남쪽 벽에 대형 철창문을 설치하시오.

objective_deathrow_buildouterdoor       대형 철창문 입구 설치

adviser_deathrow_internalwalls1          건물 안에 감방과 사형집행실 만들었으면 좋겠소.
adviser_deathrow_internalwalls2          벽돌 벽을 쌓아 공간을 나누시오.

objective_deathrow_buildinternalwalls   내부 벽 건축

adviser_deathrow_internaldoors1          이제 벽 사이에 대형 철창문을 넣으시오.
adviser_deathrow_internaldoors2          가운데 마우스 버튼(또는 R 키)을 누르면 물건을 회전시킬 수 있소.

objective_deathrow_buildinternaldoors   내부 문 설치(가운데 마우스 버튼이나 R 키로 물건 회전)

adviser_deathrow_designation1           보기가 좋소. 이제 이 공간에 방을 지정할 필요가 있소.
adviser_deathrow_designation2           사형수가 생활할 작은 공간을 감방으로 지정하시오.
adviser_deathrow_designation3           그리고 큰 공간을 사형집행실로 지정하시오.

objective_deathrow_designatecell        감방 지정
objective_deathrow_designateexecution   사형집행실 지정

adviser_deathrow_roomrequirements1      방을 사용하기 전에 필요한 것들이 있소.
adviser_deathrow_roomrequirements2      감방에는 침대와 화장실이 필요하오.
adviser_deathrow_roomrequirements3      사형집행실에는 전기의자가 필요하오.

objective_deathrow_cellobjects1         침대 설치
objective_deathrow_cellobjects2         화장실 설치
objective_deathrow_executionobjects     전기의자 설치

adviser_deathrow_optional1              이제 기본적인 것은 다 되었소. 하지만 몇 가지 개선할 것이 있소.
adviser_deathrow_optional2              반드시 필요한 것은 아니니 당신 생각에 달려있소. 죄수와 환경을 얼마나 생각하느냐에 달렸소.
adviser_deathrow_optional3              바깥으로 향한 창문과 작은 책장을 놓아 감방을 개선할 수 있소.
adviser_deathrow_optional4              그리고 나무 바닥재나 모자이크 타일 같은 고급자재를 쓰면 시설이 더 좋아 보일 것이오.
adviser_deathrow_optional5              바깥에는 조명을 달고 필요하다면 통로를 만들 수도 있소.

adviser_deathrow_transfer05             이 자가 바로 문제의 인물, 에드워드 롬지라고 하오. 선생님이었다고 하는데, 믿을 수 있겠소.
adviser_deathrow_transfer06             그에게 이것이 합당한지 판단하는 것은 우리 몫이 아니오. 결정은 법이 하고 우리는 그대로 따르기만 하면 되는 것이오.
adviser_deathrow_transfer1              준비된 시설이 마음에 들면 죄수를 새 감방으로 이감할 수 있소.
adviser_deathrow_transfer2              감방 안에 있는 폴라로이드를 클릭하면 이감이 시작되오.

objective_deathrow_path                 (선택사항) 새로운 시설에 통로 설치
objective_deathrow_window               (선택사항) 감방에 창문 설치
objective_deathrow_bookshelf            (선택사항) 감방에 책장 설치
objective_deathrow_flooring             (선택사항) 바닥을 고급 소재로 바꾸기
objective_deathrow_outerlights          (선택사항) 시설 외부에 조명 설치
objective_deathrow_transferinmate       준비가 되었으면 에드워드의 감방에 있는 폴라로이드를 클릭해서 죄수를 이감합니다.

adviser_deathrow_setupmurder1           이 자를 위해 한 방울의 눈물도 흘리지 마세요. 냉혈한 살인마일뿐이예요.
adviser_deathrow_setupmurder2           자백까지 했어요. 그가 무슨 말을 했는지 듣고 싶어요?
adviser_deathrow_setupmurder3           들어보세요. "밤 11시 정도였습니다. 불은 이미 켜져 있었습니다. 그녀가 집에 있다는 건 알고 있었습니다..."
adviser_deathrow_postmurder1            내가 말한대로, 냉혈한 살인마예요.
adviser_deathrow_postmurder2            모든 것은 명백해요. 그에게는 전기의자가 마땅해요.
adviser_deathrow_postmurder3            모든 사람은 용서받을 수 있소. 그도 마찬가지요. 당신이 최후의 심판을 할 수 있다고 생각하오?
adviser_deathrow_postmurder4            아내와 다른 남자가 함께 있는 모습을 잡았다고 해도 그건 이유가 되지 않아요. 
adviser_deathrow_postmurder5            그는 그들이 함께 있다는 것을 알고 장전된 총을 들고 그곳으로 갔어요. 두 명을 살해한 계획적인 살인 범죄죠.
adviser_deathrow_postmurder6            그가 이렇게 된 것은 정부하고도 관련이 있소. 이 주에서는 본보기를 만들려고 하오. 
adviser_deathrow_postmurder7            그가 이 범죄를 북쪽으로 100마일 떨어진 곳에서 저질렀다면 무기징역을 받았을 거요. 그것이 정의롭지 않겠소?
adviser_deathrow_postmurder8            이런 자가 자유롭게 활보하기를 바라세요? 나는 이런 자를 완전히 보내버려야 밤에 잠을 푹 잘 수 있어요.
           

adviser_deathrowelectricity_1           지금까지 잘 했소.
adviser_deathrowelectricity_2           하지만 한 가지 문제가 있소. 사형집행실에 전기가 들어오지 않아 제대로 작동하지 않고 있소.
adviser_deathrowelectricity_3           전기를 연결해야 하오.

adviser_deathrowelectricityb_1          우리는 지금 공공시설 모드에서 교도소를 보고 있소. 교도소 전체에 대한 전기배선을 볼 수 있소.
adviser_deathrowelectricityb_2          각 건물은 지하에 묻힌 전력 케이블로 전력망에 연결되어 있소.
adviser_deathrowelectricityb_3          교도소의 전기는 이 변전소에서 공급하고 있소. 이것이 전력망에서 전기를 끌어온다오.
adviser_deathrowelectricityb_4          보는 것처럼 모든 감방동에 전기 공급이 안 되고 있소. 조명도 모두 나갔고.
adviser_deathrowelectricityb_4b         이 문제를 해결하려면 공공시설 모드로 전환해서 왜 전기가 나갔는지 알아봐야 하오.
adviser_deathrowelectricityb_5          가장 가까운 전력 케이블이 너무 멀어서 기술자들이 이 구역에 배선을 마칠 수가 없소.
adviser_deathrowelectricityb_6          전력 케이블을 근처까지 확장해야 겠소.

objective_deathrow_cellpower            방에 전기 연결하기

adviser_deathrow_connectchair_1         조명만 전기가 필요한 것은 아니오. 전기의자도 전기가 필요하오.
adviser_deathrow_connectchair_2         전력 케이블을 사형집행실까지 연결하시오.
adviser_deathrow_connectchair_3         전기의자는 특별한 전기 장치로 전용선이 필요하오. 전력 케이블을 직접 연결해야 하오.

objective_deathrow_chairpower           전기의자에 전기 연결하기
objective_deathrow_condemnedcellpower   감방에 전기 연결하기

adviser_deathrow_testchair_1            거의 다 된 것 같소. 사형집행실을 사용하기 전에 제대로 작동하는지 시험해야겠소.
adviser_deathrow_testchair_2            몇 초동안 전원을 켤테니 잘 작동하는지 보시오.
adviser_deathrow_testchair_3            이런, 안 되겠소. 전기를 너무 많이 써서 발전기의 차단기가 내려간 것 같소. 교도소 전체가 암흑천지가 되었소.
adviser_deathrow_testchair_4            전기 의자가 제대로 작동하려면 더 많은 전력이 필요할 것 같소.
adviser_deathrow_testchair_5            First, we need to turn the power back on.   먼저 다시 전원을 켜는게 필요하오. 두 가지 작업이 필요하오.
adviser_deathrow_testchair_5b           발전기를 클릭해서 나타나는 메뉴에서 스위치 켜기를 선택해서 발전기를 다시 켜시오.
adviser_deathrow_testchair_6            그다음 축전기를 세 개 더 설치해서 전기 의자에 충분한 전기를 공급하시오.
adviser_deathrow_testchair_7            작업이 완료되면 전기의자를 클릭해서 메뉴에서 스위치 켜기를 선택해서 다시 시험해 보시오.

objective_deathrow_poweron              발전기 다시 켜기(발전기를 클릭한 다음 메뉴에서 스위치 켜기를 선택)
objective_deathrow_expandpower          발전기에 축전기 3개 추가
objective_deathrow_chairworking         전기의자 다시 시험하기(전기의자를 클릭해서 스위치 켜기를 선택)

adviser_deathrow_execution_1            잘 되었소. 이 일은 다 끝난 것 같소.
adviser_deathrow_execution_2            나머지는 이제 우리 손에서 떠났소. 어려운 일을 해냈소, 그게 우리 일에서 중요한 부분이오.
adviser_deathrow_execution_3            다음에 무슨 일이 일어날지는 걱정하지 마시오.

adviser_deathrow_setupexecution1        시간이 되었소, 에드워드.
adviser_deathrow_setupexecution2        당신은 양심에 따라 행동했소. 비록 이 세상이 당신을 용서하지 않더라도 말이오.
adviser_deathrow_setupexecution3        당신은 곧 신을 만나게 될 것이고, 거기서 최후의 심판을 받을 것이오.

adviser_deathrow_setupexecution4        에드워드 롬지. 당신은 두 명을 살해한 1급 살인 혐의로 유죄를 선고받았습니다.
adviser_deathrow_setupexecution5        그 벌은 사형입니다.
adviser_deathrow_setupexecution6        마지막으로 할 말 있습니까?
adviser_deathrow_setupexecution7        수잔...
adviser_deathrow_setupexecution8        미안하오.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 이전 교도소 판매금
finance_cost_equiptazer                 장비: 테이저
finance_cost_equipbodyarmour            장비: 방탄복
finance_cost_exports                    출하품
finance_cost_foundations                건물 기초
finance_cost_cashflow                   현금유출입
finance_cost_bankloan                   은행 대출
finance_cost_bankloan_repayment         은행 대출 상환
finance_cost_sharesale                  지분 매각
finance_cost_sharepurchase              지분 매입
finance_cost_grantadvance               보조금 선불
finance_cost_grantcompletion            보조금 잔금
finance_cost_reformprogram              교정 프로그램 수업
finance_cost_repair                     수리
finance_cost_sellobject                 물품 팔기
finance_cost_landpurchase               토지 구입
finance_cost_prisonerintake             죄수 입소
finance_cost_grantcancellation          취소 비용
finance_cost_grantrefund                - 환불: *X
finance_cost_grantfine                  - 벌금: *X
finance_cost_executionfine              부적절한 사형집행 벌금
finance_cost_executioncompensation      사형집행 보상금
finance_cost_shopintake                 판매점 매상
finance_cost_prisonerwages              죄수 임금
finance_cost_fine                       벌금


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           벌금
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                오전
clock_pm                                오후

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  과도전압으로 인해 발전기에 과부하가 걸려 화재 발생! 
event_powerstationfire_x                과도전압으로 인해 발전기에 치명적인 과부하가 걸려 전체가 폭발!
event_powerstationfirelarge             과도전압으로 인해 발전기에 과부하가 걸려 화재 발생! 
event_powerstationfirelarge_x           과도전압으로 인해 발전기에 치명적인 과부하가 걸려 전체가 폭발!
event_kitchenfire                       주방에서 화재 발생!
event_waterpipeburst                    수도관에 파열이 생겨 주위가 물바다가 되었소. 피해가 더 커지기 전에 수리하시오.
event_bulkintake                        인근 교도소에서 일어난 재해로 시설 전 구역이 사용할 수 없게 되었소. 인근에 적당한 시설이 없어서 죄수들을 당신의 교도소로 옮길 수 밖에 없소. 죄수들이 곧 도착할 것이오.
event_workshopaccident                  작업장에서 사고가 발생해 죄수 한 명이 중상을 입어 움직일 수가 없소! 빨리 의사를 부르시오!
event_subsidence                        지반이 침하되어 외벽의 일부가 무너졌소. 당장 수리해야 하오!
event_earthquake                        지진으로 인해 교도소의 일부가 붕괴되었소!
event_virus                             여러 재소자들로부터 질병 보고서를 받았소. 감염자를 확인하고 격리해서 감염이 확산되지 않도록 막는 것이 좋겠소.
event_virus_x                           여러 재소자들로부터 질병 보고서를 받았는데, 증상이 심각해 보이는군요. 감염이 너무 확산되기 전에 환자들을 격리해서 치료하는 것을 고려하시오.

event_massassassination_1               연방 기소 사건의 여러 증인들의 신분이 유출되었소. 그들 가운데 일부가 우리 교도소의 재소자들이오.
