
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nouvelle
regimetooltip_sleep                     Les prisonniers sont enfermés dans leurs cellules et les lumières sont éteintes. Tout le monde va dormir.\n\nÀ part ceux qui creusent des tunnels pour s'évader...
regimetooltip_eat                       Les prisonniers se rendent à la cantine ouverte la plus proche et s'asseyent pour manger.\n\nLes prisonniers ont le droit de se servir de tout l'équipement de la cantine, mais ne peuvent pas la quitter avant la fin de l'heure du repas.
regimetooltip_shower                    Les prisonniers se déshabillent et se lavent. Une douche quotidienne est essentielle pour l'hygiène de vos prisonniers, mais certains ne s'en donneront pas la peine à moins d’y être forcés.
regimetooltip_yard                      Les prisonniers se rendent dans la cour pour faire de l'exercice, prendre le soleil et respirer de l'air frais.\n\nIls pourront utiliser tout le matériel qui s'y trouve, comme les bancs de musculation, les cabines téléphoniques, les douches etc.
regimetooltip_work                      Les prisonniers participent au travail carcéral. Tout poste vacant sera aussitôt occupé et les prisonniers concernés se rendront automatiquement à leurs postes (vous pouvez ouvrir des postes à partir de l'écran de déploiement).\n\nLes programmes de réhabilitation ont également lieu pendant les heures de travail. Les prisonniers sans travail et sans programme de réhabilitation sont libres de flâner dans la prison, comme s'ils étaient en « temps libre ».
regimetooltip_freetime                  Les prisonniers sortent de leurs cellules et peuvent aller dans tous les endroits qui leur sont dédiés. C'est le moment préféré des détenus. Ils essaieront de socialiser et de répondre à leurs besoins du mieux qu'ils peuvent.\n\nDe longues périodes de temps libre peuvent réduire le niveau de tension de votre prison, mais beaucoup pensent qu'il ne s'agit alors pas véritablement d'une peine.

regime_clear                            Efface le régime pour cette catégorie de prisonniers et utilise à la place le régime par défaut de moyenne sécurité.

schedule_editor_students                Élèves : *X/*Y
schedule_editor_error_staffonly         La pièce ciblée est marquée comme Personnel seulement
schedule_editor_error_noregimetime      Le programme se trouve en dehors de tout régime de travail valide
schedule_editor_error_noteachers        Aucun formateur n'est disponible pour ce programme
schedule_editor_error_noobjects         Impossible de trouver les objets nécessaires à ce programme dans une pièce valide
schedule_editor_pin                     Épingler ce programme en place
schedule_editor_unpin                   Retirer ce programme

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         Contrôle de minuterie de porte
doortimer_connected_servos              *X servomoteurs reliés
doortimer_state_open                    Ouvrir
doortimer_state_closed                  Fermé

doortimer_security_none                 Toute sécurité
doortimer_security_minsec               Basse sécurité
doortimer_security_normal               Moyenne sécurité
doortimer_security_maxsec               Haute sécurité
doortimer_security_Protected            Surveillance préventive
doortimer_security_SuperMax             Très haute sécurité
doortimer_security_DeathRow             Couloir de la mort


# =============================================================================
# Execution
# =============================================================================

execution_stage_Start                   Procédure d'exécution initiée
execution_stage_Lockdown                Initier le verrouillage de la prison
execution_stage_Testing                 Tester installation
execution_stage_Assemble                Initier la dernière visite
execution_stage_Witnesses               Escorter les témoins à la chambre d'exécution
execution_stage_Escort                  Escorter le prisonnier à la salle d'exécution
execution_stage_Execution               EXÉCUTION
execution_stage_Dismissed               Laisser partir le personnel et les témoins
execution_stage_FinalReport             Rapport final

execution_stagetooltip_start            Vous avez programmé l'exécution d'un détenu et devez à présent suivre la procédure officielle.
execution_stagetooltip_lockdown         Tous les prisonniers sont envoyés dans leurs cellules et la prison est verrouillée.
execution_stagetooltip_testing          Le dernier test sert à s'assurer que tout fonctionne bien. La décharge électrique de la chaise est testée. De plus, le dernier trajet du prisonnier est planifié. Il doit être capable de marcher jusqu'à la chambre d'exécution par lui-même.
execution_stagetooltip_assemble         Le directeur et le chef se rendent à la cellule du prisonnier. De plus, un prêtre ou un chef spirituel choisi par le détenu arrive et rend visite au prisonnier dans sa cellule pour ses dernières prières.
execution_stagetooltip_witnesses        Les témoins de l'exécution arrivent dans l'établissement et se rendent à la chambre d'exécution. Ce groupe peut inclure des membres de la famille du condamné mais aussi de celle de la victime.\n\nRemarque : les témoins doivent disposer de chaises.
execution_stagetooltip_escort           Le condamné est escorté de sa cellule jusqu'à la chambre d'exécution. Le directeur, le chef et le prêtre l'accompagnent.
execution_stagetooltip_execution        Maintenant que tout le monde est en place et que toutes les procédures ont été respectées, l'autorisation d'exécution finale est donnée.
execution_stagetooltip_dismissed        Il est demandé aux membres du personnel et aux témoins de quitter l'endroit.
execution_stagetooltip_finalreport      Maintenant que l'exécution est terminée, un rapport est rédigé et la gestion que vous en avez faite est évaluée.

execution_underway                      EXÉCUTION EN COURS
execution_result_ok                     L'exécution mandatée du détenu *N a eu lieu comme prévu à *T par électrocution, en présence de témoins. Une rémunération standard de $10 000 est remise à l'institution s'en étant chargé.
execution_result_appealed               L'exécution mandatée du détenu *N a eu lieu comme prévu à *T par électrocution, en présence de témoins. De nouvelles informations qui auraient permis d'accorder la clémence au détenu sont malheureusement arrivées après l'exécution. Il ne sera cependant entrepris aucune poursuite à l'encontre de l'institution et elle recevra la rémunération standard de $10 000 pour s'être chargé de l'exécution.
execution_result_innocent               L'exécution mandatée du détenu *N a eu lieu comme prévu à *T par électrocution, en présence de témoins. De nouvelles preuves prouvant son innocence sont depuis malheureusement arrivées. Il ne sera cependant entrepris aucune poursuite à l'encontre de l'institution et elle recevra la rémunération standard de $10 000 pour s'être chargé de l'exécution.
execution_result_illegal                L'exécution du détenu *N a eu lieu comme prévu à *T par électrocution, en présence de témoins. Comme la procédure requise par la loi n'a pas été suivie et que de nouvelles informations qui lui auraient permis d'être libéré en appel ont été mises à jour, l'institution est condamnée à payer une amende $50 000. La procédure protocolaire n'ayant pas été suivie, les exécutions sont suspendues jusqu'à une date ultérieure, et tout condamné à mort présent sera transféré dans un autre établissement.
execution_result_illegalinnocent        L'exécution illégale du détenu *N a eu lieu comme prévu à *T par électrocution, en présence de témoins. Comme les procédures légales d'appels n'ont pas été suivies et que le détenu *N était innocent des crimes pour lesquels il a été condamné, la personne à la tête de cet établissement est licenciée de son poste. Ce licenciement entre en vigueur immédiatement.
execution_warning_one                   Si la prochaine exécution pratiquée ne suit pas la bonne procédure, vous serez licencié de votre poste.
execution_warning_two                   En raison de vos échecs passés à suivre la bonne procédure, une violation supplémentaire du protocole entraînera votre licenciement.

execution_error_MissingEquipment        ERREUR : MATÉRIEL MANQUANT\nVotre chambre d'exécution doit être équipée d'une chaise électrique.
execution_error_ElectricalSupply        ERREUR : COURANT INSUFFISANT\nLe courant électrique de la chaise n'est pas assez puissant.
execution_error_NavigationPrisoner      ERREUR : DÉPLACEMENT DU CONDAMNÉ\nLe condamné ne peut pas marcher de sa cellule à la chambre d'exécution.
execution_error_NoRouteFromRoad         ERREUR : ACCÈS MANQUANT\nLes personnes venant de l'extérieur pour assister à l'exécution ne peuvent pas atteindre leur destination.
execution_error_NoSpaceInRoom           ERREUR : ESPACE INSUFFISANT\nIl n'y a pas assez d'espace de disponible dans la chambre d'exécution pour les personnes y assistant.
execution_error_NoRoom                  ERREUR : CHAMBRE MANQUANTE\nIl vous faut une chambre d'exécution pour procéder à une exécution.

roomerror_nokitchen                     Aucune cuisine ne peut envoyer des plats à cette cantine
roomerror_noprisoners                   Aucun prisonnier n'est affecté à prendre ses repas dans cette cantine
roomerror_nocanteen_cells               Impossible d'accéder à une cantine à partir de cette cellule. Ses prisonniers n'auront nulle part où manger
roomerror_nocanteen_kitchen             Il est impossible d'accéder à une cantine à partir de cette cuisine. Aucun plat n'y sera préparé


# =============================================================================
# Misc
# =============================================================================

box_contents                             Contenu : *X
stack_contents                           Contenu : *X x *Y
mail_contents                            Contenu : *X lettres
mail_opened_from                         Lettre de : *F de *X
mail_closed_from                         Lettre à *X

object_dump                             Ordures
object_todo                             Tâche : *X
object_sale_price                       Prix de vente : *X

object_door_cyclepermissions            Cliquer pour changer de permission d'accès
object_door_cyclepermissions_1          (ouvert, personnel seulement, fermé)

object_firemen_hosehelp_intro           Les pompiers orienteront leurs tuyaux vers tout incendie proche
object_firemen_hosehelp                 Maintenir la touche T pour orienter leurs tuyaux manuellement

interface_clone_help_copy               Maintenir le bouton droit de la souris et faire glisser pour sélectionner une zone à dupliquer
interface_clone_help_paste              Cliquer pour copier la zone sélectionnée

object_inactive                         INACTIF
object_cctv_moremonitors                Construire davantage de moniteurs de télésurveillance
object_cctvmonitor_needsguards          Un gardien est nécessaire pour opérer le moniteur
object_processor_blocked                Le poste de travail ne peut être atteint

administrator_requiresoffice            Nécessite un bureau
administrator_requiresoffice_2          L'employé(e) *X a besoin d'un bureau
office_ownership                        Bureau : *X

teacher_teaching                        Enseigne
teacher_preparing                       Se prépare

prisoner_assignedto                     Nécessite : *X
prisoner_roomquality                    Qualité de la cellule : *X (*Y)
prisoner_roomquality_average            Moyenne
prisoner_roomquality_aboveaverage       Au-dessus de la moyenne
prisoner_roomquality_wayaboveaverage    Bien au-dessus de la moyenne
prisoner_roomquality_belowaverage       En-dessous de la moyenne
prisoner_roomquality_waybelowaverage    Bien en-dessous de la moyenne
prisoner_attendance                     Assiduité
prisoner_concentration                  Concentration
prisoner_understanding                  Compréhension
prisoner_concentration_0                très mauvaise
prisoner_concentration_1                mauvaise
prisoner_concentration_2                adéquate
prisoner_concentration_3                bonne
prisoner_concentration_4                excellente
prisoner_passchance                     Chances de réussite : *X%
prisoner_informant                      Informateur secret

prisoner_dayswithoutincident            *X jours sans incident
prisoner_availablemoney                 Argent : $*X

informant_suspicion                     Soupçons
informant_title                         INFORMATEURS SECRETS
informant_none                          Vous n'avez pas d'informateur secret
informant_hint                          (Recruter des prisonniers sous la contrainte, en isolement par exemple)
informant_recruitable                   (Informateur secret potentiel)
informant_target                        Cible

contraband_owner                        Propriétaire : *X
contraband_ownerunknown                 Propriétaire inconnu
contraband_stolenfrom                   Volé dans la pièce *X il y a *Y heures
contraband_smuggledthrough              Introduit par la pièce *X il y a *Y heures
contraband_smuggledin                   Introduit par le détenu il y a *Y heures
contraband_type                         Type : *X
contraband_tradevalue_title             Prix de vente
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Épuisé
staff_tired                             Fatigué
staff_needsrest                         les membres du personnel préfèrent se reposer dans la salle du personnel.

dog_needskennel                         Les chiens ont besoin d'un chenil pour dormir.

doctor_requireinfirmary                 Nécessite une infirmerie

entity_carryingequipment                Porte l'équipement *X
entity_carryingkeys                     Porte les clefs de la prison
entity_carryingstaffkeys                Porte les clefs du personnel
entity_wearingarmour                    Porte un(e) *X

reports_schedule                        Replanifier tous les programmes
reports_edit                            Modifier le programme
reports_bankloan                        Emprunt bancaire
reports_increaseloan                    Augmenter
reports_decreaseloan                    Diminuer
reports_unlockbankloans                 Déverrouillé par la comptable

drugs_heroin                            Héroïne
drugs_cocaine                           Cocaïne

#                                       Eg "Bob's Mother"
visitor_relationship                    *Y de *X
visitor_age                             Âge : *X

family_wife                             Femme
family_exwife                           Ex-femme
family_girlfriend                       Petite amie
family_son                              Fils
family_daughter                         Fille
family_mother                           Mère
family_father                           Père
family_brother                          Frère
family_sister                           Sœur
family_lawyer                           Avocat
family_priest                           Prêtre
family_victims                          Famille de la victime
family_caption                          Famille :
family_none                             Aucun

damage_dead                             Mort
damage_unconscious                      Inconscient
damage_serious                          Gravement blessé
damage_injured                          Blessé
damage_amount                           Endommagé à *X%

message_autosaving                      Sauvegarde automatique...

buildtoolbar_entersearchterm            Saisir un terme de recherche...

deploymentscheduler_title               PLANIFICATEUR DE DÉPLOIEMENTS
supplyanddemand_supplyheader            OFFRE
supplyanddemand_demandheader            DEMANDE

tooltip_multipleobjects                 Appuyer sur TAB pour naviguer parmi les objets
remotedoor_noservo                      Les portes à distance ne s'ouvriront pas sans servomoteur relié.

roomgrading                             Évaluation de la pièce
roomgrading_roomsize                    Taille de la pièce d'au moins *X cases
roomgrading_cleanliness                 Propreté au-dessus de *X%
roomgrading_outsidewindow               Fenêtre extérieure
roomgrading_item                        Objet : *X
roomgrading_result                      Catégorie *X
roomgrading_currentoccupant             Occupant habilité à la catégorie *X
roomgrading_unoccupied                  Inoccupée

roomerror_nokitchen                     Aucune cuisine ne peut envoyer des plats à cette cantine
roomerror_noprisoners                   Aucun prisonnier n'est affecté à prendre ses repas dans cette cantine
roomerror_nocanteen_cells               Impossible d'accéder à une cantine à partir de cette cellule. Ses prisonniers n'auront nulle part où manger
roomerror_nocanteen_kitchen             Il est impossible d'accéder à une cantine à partir de cette cuisine. Aucun plat n'y sera préparé

ceos_letter                             Cher monsieur, chère madame,\n\n\nFélicitations pour avoir réussi votre formation ! Vous voilà désormais l'architecte de véritables prisons. Très bientôt, vous élaborerez, construirez et dirigerez vos propres établissements pénitentiaires à partir de rien d’autre qu’un bout de terrain et quelques tas de briques. Mais avant de commencer, je souhaitais vous donner quelques précieux conseils.\n\n1. Chaque prison a besoin d’un directeur - c’est l’une des premières personnes à engager. Construisez-lui un joli bureau et il vous ouvrira toute une gamme de nouveautés via l’arborescence Administration.\n\n2. Les cellules individuelles sont chères, surtout quand vous débutez et que vous n’avez pas beaucoup d’argent. Faites des économies en commençant par une simple cellule d’attente. Plusieurs prisonniers pourront la partager.\n\n3. Disposez déjà d’une cuisine et d’une cantine avant l’arrivée de vos premiers prisonniers, et engagez bien des cuisiniers. Rien n’irrite plus un prisonnier qu’un ventre vide !\n\n4. La construction d’une prison coûte cher, et vous devrez lever d’importantes sommes par des contrats et par des subventions. Vous pouvez accéder aux subventions par l’écran « Rapports ».\n\nC’est à peu près tout – bonne chance !\n\nLe PDG,\nPrison Architects Corp.

# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Chapitre *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Le couloir de la mort

campaignchapter_deathrow_description    Nous sommes chargés de construire une chambre d'exécution dans cette prison. Elle devra être prête à temps pour l'exécution d'un de leurs détenus.

campaigncutscene_deathrowmurder         Double homicide
campaigncutscene_deathrowconfession     Confession

adviser_deathrow_murder1                Je savais bien que je vous trouverais là tous les deux.
adviser_deathrow_murder2                Edward ! Je...
adviser_deathrow_murder25               Tais-toi... C'est tout... Tais-toi.
adviser_deathrow_murder3                Mais qu'est-ce que tu vas faire ?

adviser_deathrow_church1                Puis-je vous aider ?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Cherchez-vous le pardon ?
adviser_deathrow_church3                Je ne sais pas. Je dois faire quelque chose. Je ne peux pas vivre avec ce que j'ai fait.
adviser_deathrow_church4                Vous devez vous rendre. Quel que soit le crime que vous avez commis, vous ne pouvez pas échapper aux conséquences.
adviser_deathrow_church5                À moins de regarder votre passé en face, vous ne pourrez jamais vivre en paix avec vous-même.
adviser_deathrow_church6                Je veux revenir en arrière. Je veux lui pardonner. Je veux qu'elle me pardonne.
adviser_deathrow_church7                Quoi que vous ayez fait, dieu vous pardonnera si vous le lui demandez.
adviser_deathrow_church8                Mais vous devez répondre de vos crimes aux yeux de la justice. C'est le seul moyen.

adviser_deathrowintro_1                 On a un cas difficile.
adviser_deathrowintro_2                 Un des prisonniers ici a été reconnu coupable de double homicide et condamné à mort.
adviser_deathrowintro_3                 C'est là qu'on entre en scène. On est chargés de construire une chambre d'exécution à temps pour le jour J.
adviser_deathrowintrob_1                C'est là qu'on va construire la nouvelle installation.
adviser_deathrowintrob_2                La première étape avec un tel projet est de construire le bâtiment en tant que tel. Il doit être assez grand pour comporter une chambre d'exécution et une cellule.
adviser_deathrowintrob_3                Commençons donc. Construisez un nouveau bâtiment ici.

adviser_deathrow_explain1               Vos ouvriers se chargent de la construction des bâtiments.
adviser_deathrow_explain2               Ils récupèreront l'acier et le béton voulus dans cet entrepôt et l'amèneront jusqu'au site de construction.
adviser_deathrow_explain3               Ils se serviront de ces matériaux de base pour construire les fondations et la structure du bâtiment.
adviser_deathrow_explain4               Il s'agit de la partie la plus lente d'une édification. Planifiez donc bien les choses avant de construire de nouvelles installations.
adviser_deathrow_explain5               Jetons un œil aux alentours en attendant. Utilisez les flèches directionnelles pour déplacer la vue, et servez-vous de la molette pour zoomer ou dézoomer.

objective_deathrow_building             Construire un bâtiment pour abriter le lieu d'exécution

adviser_deathrow_buildinside1           Il va également falloir une entrée.
adviser_deathrow_buildinside2           Construisez une grande porte de prison dans le mur sud.

objective_deathrow_buildouterdoor       Construire une grande porte de prison comme entrée

adviser_deathrow_internalwalls1          Il va falloir à l'intérieur une cellule et une chambre d'exécution.
adviser_deathrow_internalwalls2          Divisez l'espace avec des murs de briques.

objective_deathrow_buildinternalwalls   Constuire des murs internes

adviser_deathrow_internaldoors1          Reliez ces murs par deux barrières de prison à présent.
adviser_deathrow_internaldoors2          Vous pouvez faire pivoter un objet avant de le placer en effectuant un clic central (ou en appuyant sur R).

objective_deathrow_buildinternaldoors   Construire des portes internes (clic central ou touche R pour faire pivoter)

adviser_deathrow_designation1           Ça se présente bien. Nous devons à présent définir quelles pièces vont occuper ces espaces.
adviser_deathrow_designation2           Définissez une cellule dans la plus petite pièce. C'est là que vivra le condamné.
adviser_deathrow_designation3           Définissez ensuite la chambre d'exécution dans la plus grande pièce.

objective_deathrow_designatecell        Définir une cellule
objective_deathrow_designateexecution   Définir une chambre d'exécution

adviser_deathrow_roomrequirements1      Ces nouvelles pièces devront remplir certaines conditions pour devenir opérationnelles.
adviser_deathrow_roomrequirements2      La cellule doit comporter un lit et des toilettes.
adviser_deathrow_roomrequirements3      La chambre d'exécution doit comporter une chaise électrique.

objective_deathrow_cellobjects1         Installer un lit
objective_deathrow_cellobjects2         Installer des toilettes
objective_deathrow_executionobjects     Construire une chaise électrique

adviser_deathrow_optional1              Voilà pour l'essentiel. Mais vous pouvez encore ajouter quelques améliorations.
adviser_deathrow_optional2              C'est juste à vous de voir. Ce n'est pas du tout obligatoire. Ça dépend à quel point vous vous souciez de vos prisonniers et du milieu dans lequel ils vivent.
adviser_deathrow_optional3              Vous pourriez améliorer la cellule avec une fenêtre donnant sur le dehors et avec une petite étagère à livres.
adviser_deathrow_optional4              Et l'installation aurait bien meilleure allure avec un meilleur sol, comme du parquet ou de la mosaïque.
adviser_deathrow_optional5              Quant à l'extérieur, vous pourriez ajouter des lumières et un chemin pavé si vous pensez que c'est nécessaire.

adviser_deathrow_transfer05             Voici l'homme en question. Edward Romsey. C'était un professeur autrefois.
adviser_deathrow_transfer06             Ce n'est pas à nous de décider s'il mérite cette peine. La justice a pris sa décision. Nous ne sommes ici que pour faire un travail.
adviser_deathrow_transfer1              Quand vous estimerez que l'installation est prête, vous pourrez commencer le transfert du prisonnier jusqu'à sa nouvelle cellule.
adviser_deathrow_transfer2              Cliquez simplement sur le polaroïd de sa cellule pour commencer le transfert.

objective_deathrow_path                 (OPTIONNEL) Construire un chemin vers le lieu d'exécution
objective_deathrow_window               (OPTIONNEL) Ajouter une fenêtre à la cellule
objective_deathrow_bookshelf            (OPTIONNEL) Ajouter une étagère à livres dans la cellule
objective_deathrow_flooring             (OPTIONNEL) Refaire le sol avec de meilleurs revêtements
objective_deathrow_outerlights          (OPTIONNEL) Installer un éclairage près du bâtiment
objective_deathrow_transferinmate       Quand vous aurez terminé, commencez le transfert en cliquant sur le polaroïd dans la cellule d'Edward.

adviser_deathrow_setupmurder1           Ne vous laissez pas apitoyer par ce type. C'est un tueur de sang-froid. La justice l'a reconnu coupable.
adviser_deathrow_setupmurder2           Il a même avoué. Vous voulez savoir ce qu'il a dit ?
adviser_deathrow_setupmurder3           C'est du saignant. « C'était pas loin de 23 h. Les lumières étaient allumés. Je savais qu'elle était là... »
adviser_deathrow_postmurder1            Un tueur de sang-froid, comme je l'ai dit.
adviser_deathrow_postmurder2            C'est parfaitement clair à mon avis. Il mérite chaque volt qu'il va recevoir.
adviser_deathrow_postmurder3            Chaque homme mérite le pardon. Même lui. Pensez-vous vraiment avoir le droit de passer sur lui un tel verdict ?
adviser_deathrow_postmurder4            Une simple infidélité ne mérite pas d'être massacré.
adviser_deathrow_postmurder5            Et il y est allé avec une arme chargée, en sachant parfaitement qu'il les surprendrait tous les deux. C'est un double homicide avec préméditation.
adviser_deathrow_postmurder6            Il n'a rien fait d'autre que de coopérer avec les autorités. Cet état fait de lui un exemple.
adviser_deathrow_postmurder7            S'il avait fait la même chose 100 km plus au nord, il n'aurait reçu que la perpétuité. Comment pouvez-vous parler de justice ?
adviser_deathrow_postmurder8            Vous voulez vraiment qu'un type comme lui se promène en liberté ? Je dormirai beaucoup mieux quand je serai qu'il n'est plus là.
           

adviser_deathrowelectricity_1           Vous avez effectué du très bon travail jusqu'à présent.
adviser_deathrowelectricity_2           Mais il y a un problème. La chambre d'exécution n'est pas fonctionnelle, il n'y a pas de courant.
adviser_deathrowelectricity_3           Il faut la raccorder au réseau électrique.

adviser_deathrowelectricityb_1          La prison est maintenant affichée en mode Services. Nous pouvons voir le réseau électrique de toute la prison.
adviser_deathrowelectricityb_2          Chaque bâtiment de la prison est relié au réseau électrique par ces gros câbles souterrains.
adviser_deathrowelectricityb_3          Le courant de la prison provient de ce poste électrique. Il est directement relié au réseau national.
adviser_deathrowelectricityb_4          Comme vous pouvez le constater, c'est toute cette aile qui n'est pas alimentée. Toutes les lumières sont éteintes.
adviser_deathrowelectricityb_4b         Pour résoudre ce problème, passons tout d'abord en mode Services pour comprendre pourquoi les lumières ne sont pas alimentées.
adviser_deathrowelectricityb_5          Les câbles électriques les plus proches sont trop éloignés. Nos ingénieurs ne peuvent pas terminer le câblage de ce secteur.
adviser_deathrowelectricityb_6          Prolongez les câbles électriques pour alimenter cette aile de la prison.

objective_deathrow_cellpower            Raccorder les pièces au réseau électrique

adviser_deathrow_connectchair_1         Les lumières ne sont pas les seules à avoir besoin d'électricité. Votre nouvelle chaise électrique également.
adviser_deathrow_connectchair_2         Servez-vous de câbles électriques pour raccorder le lieu d'exécution au réseau.
adviser_deathrow_connectchair_3         La chaise électrique est un type spécial d'objet électrique. Elle nécessite sa propre ligne électrique. Vous devriez la raccorder directement au réseau avec des câbles.

objective_deathrow_chairpower           Raccorder la chaise électrique au réseau
objective_deathrow_condemnedcellpower   Raccorder la cellule au réseau

adviser_deathrow_testchair_1            On y est presque, je pense. Il vaudrait quand même mieux tester la nouvelle chambre d'exécution au moins une fois avant de l'utiliser.
adviser_deathrow_testchair_2            Je vais simplement mettre le courant pendant quelques secondes. Vérifiez si tout va bien.
adviser_deathrow_testchair_3            Eh bien ! Ça n'a pas marché ! Je pense qu'on a tiré trop de courant et qu'on a fait disjoncter le poste. Toute la prison est dans le noir.
adviser_deathrow_testchair_4            Il va nous falloir plus de puissance pour générer le pic de courant demandé par la chaise.
adviser_deathrow_testchair_5            First, we need to turn the power back on.   Il faut tout d'abord rétablir l'électricité. On va faire ça en deux étapes :
adviser_deathrow_testchair_5b           Rallumez le poste électrique en cliquant dessus et en sélectionnant Activer dans le menu qui s'affiche.
adviser_deathrow_testchair_6            Puis construisez trois condensateurs de plus pour donner assez de courant à la chaise électrique.
adviser_deathrow_testchair_7            Pour finir, testez une nouvelle fois la chaise électrique en cliquant dessus et en sélectionnant Activer dans le menu qui s'affiche.

objective_deathrow_poweron              Rallumer le poste électrique (cliquer dessus, puis sélectionner Activer dans le menu)
objective_deathrow_expandpower          Développer le poste électrique avec trois nouveaux condensateurs
objective_deathrow_chairworking         Tester à nouveau la chaise électrique (cliquer dessus, puis sélectionner Activer dans le menu)

adviser_deathrow_execution_1            Bon travail. Je crois que nous en avons terminé.
adviser_deathrow_execution_2            Ce qui va se passer à présent n'est pas de notre ressort. Nous avons fait notre travail, et c'est tout ce qui compte.
adviser_deathrow_execution_3            Essayez de ne pas trop penser à ce qui va survenir.

adviser_deathrow_setupexecution1        Il est temps, Edward.
adviser_deathrow_setupexecution2        Vous avez fait ce qu'il y avait à faire. Même si ce monde ne vous accordera pas le pardon.
adviser_deathrow_setupexecution3        Vous serez bientôt avec dieu, et c'est lui qui prononcera sur vous le jugement final.

adviser_deathrow_setupexecution4        Edward Romsey. Vous avez été reconnu coupable d'un double homicide au premier degré.
adviser_deathrow_setupexecution5        La sentence est la mort.
adviser_deathrow_setupexecution6        Avez-vous quelque chose à déclarer ?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        Je suis désolé.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Vente de la prison précédente
finance_cost_equiptazer                 Équipement : taser
finance_cost_equipbodyarmour            Équipement : gilet tactique
finance_cost_exports                    Exportations
finance_cost_foundations                Fondations de bâtiment
finance_cost_cashflow                   Flux de trésorerie
finance_cost_bankloan                   Emprunt bancaire
finance_cost_bankloan_repayment         Remboursement d'emprunt
finance_cost_sharesale                  Vente de parts
finance_cost_sharepurchase              Achat de parts
finance_cost_grantadvance               Acompte de subventions
finance_cost_grantcompletion            Achèvement de subventions
finance_cost_reformprogram              Session de réhabilitation
finance_cost_repair                     Réparations
finance_cost_sellobject                 Vente d'article
finance_cost_landpurchase               Achat de terrain
finance_cost_prisonerintake             Admission des prisonniers
finance_cost_grantcancellation          Coûts d'annulation
finance_cost_grantrefund                 - Remboursement : *X
finance_cost_grantfine                   - Amende : *X
finance_cost_executionfine              Amende d'exécution impropre
finance_cost_executioncompensation      Rémunération d'exécution
finance_cost_shopintake                 Revenus du magasin
finance_cost_prisonerwages              Salaires des prisonniers
finance_cost_fine                       Amende


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_half                        ...
clock_add_hour                           +
clock_am                                matin
clock_pm                                après-midi

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Une surtension a surchargé notre poste électrique et il a pris feu !
event_powerstationfire_x                Une surtension a créé une surcharge catastrophique du poste électrique et il a explosé !
event_powerstationfirelarge             Une surtension a surchargé notre poste électrique et il a pris feu !
event_powerstationfirelarge_x           Une surtension a créé une surcharge catastrophique du poste électrique et il a explosé !
event_kitchenfire                       Un feu s'est déclaré à la cuisine !
event_waterpipeburst                    Un tuyau a lâché et inonde le secteur. Réparez-le avant qu'il ne fasse trop de dégâts.
event_bulkintake                        Un désastre a rendu inhabitable une section tout entière d'une prison proche. Il n'y a pas d'autre établissement par ici et nous n’avons pas d’autre choix que de transférer ces détenus dans votre prison. Ils arriveront bientôt.
event_workshopaccident                  Il y a eu un accident à l'atelier et un prisonnier est gravement blessé. On ne peut pas le déplacer ! Envoyez un docteur, vite !
event_subsidence                        Un tassement de terrain a démoli une partie du mur extérieur. Remédiez immédiatement à la situation.
event_earthquake                        Un tremblement de terre a fait s'écrouler une partie de la prison.
event_virus                             Une épidémie semble s'être déclenchée. Il serait bon d'identifier les malades et de les mettre en quarantaine pour empêcher qu'elle se répande.
event_virus_x                           Une épidémie semble s'être déclenchée, et les symptômes ont l'air graves. Mettez les malades en quarantaine et soignez-les avant qu'elle ne se répande trop.

event_massassassination_1               L'identité de plusieurs témoins dans une affaire fédérale est maintenant connue, et certains d'entre eux sont détenus dans votre prison.
event_massassassination_2               On a besoin d'eux en vie, mais il y a des contrats sur leurs têtes. Identifiez-les parmi vos prisonniers, et faites en sorte qu'ils restent en un seul morceau jusqu'au jour de la comparution.
event_massassassination_3_x             Nous avons été informés très tard et vous n'avez pas beaucoup de temps avant qu'ils soient éliminés.

event_tvremovaldemand_1                 Les médias ont lancé une campagne dénonçant tout ce dont profitaient les prisonniers, et je me retrouve sous les feux des projecteurs.
event_tvremovaldemand_2                 J'ai fait passer une ordonnance qui interdit toutes les télévisions dans les zones communes de prisons. Supprimez donc toutes les télévisions des salles communes ou vous recevrez une amende. Vous avez 6 heures.
